attributo,id,commento_raw,caption,candidato_ok,nuova_classe
Profumo,392,Banana,Profumo di banana.,False,OK
Profumo,394,Non sa di grana,Non ha il sapore del grana.,False,OK
Sapore,2,Salato e piccante disarmonico,"Il sapore è salato e piccante, ma disarmonico.",True,OK
Sapore,8,Il sapore è molto blando,Il sapore è molto blando.,True,OK
Sapore,9,Insapore,È insapore.,True,OK
Sapore,10,Leggero  amaro,Ha un leggero retrogusto amaro.,True,OK
Sapore,12,"Amaro, e il salato finemente rispetto al piccante","È amaro, con il salato che rispetta finemente il piccante.",True,OK
Sapore,13,"Buon equilibrio, manca il dolce, e un po' troppo amaro","C'è un buon equilibrio, ma manca il dolce ed è un po' troppo amaro.",True,OK
Sapore,16,Poco salato,È poco salato.,True,OK
Sapore,18,Dolciastro più che.dolce,È dolciastro più che dolce.,True,OK
Sapore,19,Equilibrato,È equilibrato.,True,OK
Sapore,20,Poco salato,È poco salato.,True,OK
Sapore,43,Acido e amaro. Manca di tutto il resto,"È acido e amaro, ma manca di tutto il resto.",True,OK
Sapore,45,"Povero. Poco umani, poco sale. Non dolce. Manca di sapore","È povero, poco saporito, poco salato e non dolce.",True,OK
Sapore,46,Acido e amaro dominano. Non dolce,"Il sapore è dominato da note acide e amare, senza dolcezza.",True,OK
Sapore,47,Sapore non pieno. Scarno. Manca quasi di sale,"Il sapore è scarso e poco pieno, quasi privo di sale.",True,OK
Sapore,48,Bruciante,Il sapore è bruciante.,True,OK
Sapore,50,Molto poco salato,Il formaggio è molto poco salato.,True,OK
Sapore,51,Non equilibrato.  Quasi poco sale,Il sapore non è equilibrato e manca quasi di sale.,True,OK
Sapore,56,Poco sapido,Il formaggio è poco sapido.,True,OK
Sapore,57,"Poco dolce,un po' amaro",Il sapore è poco dolce e un po' amaro.,True,OK
Sapore,58,Non dolce. Manca umami. Sapore non pieno,"Non è dolce e manca di umami, il sapore non è pieno.",True,OK
Sapore,59,Un amaro netto,C'è un amaro netto.,True,OK
Sapore,60,Amaro domina. Poco male. Non dolce. Poco umami,"L'amaro domina, con poco male, non è dolce e ha poco umami.",True,OK
Sapore,61,"Amaro e acido dominano. Non dolce, non salato,non umami","Amaro e acido predominano, non è dolce, salato o umami.",True,OK
Sapore,62,Poco sapido,Il formaggio è poco sapido.,True,OK
Sapore,64,Amaro netto,C'è un amaro netto.,True,OK
Sapore,66,Salato e non dolce,Il sapore è salato e non dolce.,True,OK
Sapore,67,Appena un pochetto salato,È appena un po' salato.,True,OK
Sapore,68,Piatto al palato. Una punta di piccante alla fine,"Il sapore è piatto al palato, con una punta di piccante alla fine.",True,OK
Sapore,70,Non equilibrato,Il sapore non è equilibrato.,True,OK
Sapore,71,"Equilibrato,ma lievemente acre in gola","È equilibrato, ma lievemente acre in gola.",True,OK
Sapore,72,I gusti sono ben percettibili ma il piccante e acre non sono equilibrati e sono persistenti,"I gusti sono ben percettibili, ma il piccante e l'acre non sono equilibrati e risultano persistenti.",True,OK
Sapore,73,Amaro e salato prevalgono,Il sapore amaro e salato prevalgono.,True,OK
Sapore,74,Equilibrato. Non dolce,Il formaggio è equilibrato e non dolce.,True,OK
Sapore,76,Leggermente sapido salato,Il sapore è leggermente sapido e salato.,True,OK
Sapore,77,"Sapido, sgradevole",Il sapore è sapido e sgradevole.,True,OK
Sapore,78,"Un po' troppo salato, tendente all'acido con un punta di piccante alla fine","È un po' troppo salato, tendente all'acido con una punta di piccante alla fine.",True,OK
Sapore,79,Il sapore anomalo. Atipico del grana,Il sapore è anomalo e atipico per un grana.,True,OK
Sapore,80,Manca di sale (non avrei mai pensato di scriverlo) e umami,Manca di sale e umami.,True,OK
Sapore,81,Acido prevalente,Il sapore è prevalentemente acido.,True,OK
Sapore,82,"Non piccante, né dolce. Amaro","Non è piccante né dolce, ma amaro.",True,OK
Sapore,85,Leggermente  il pIccante,È leggermente piccante.,True,OK
Sapore,89,Equilibrato,Il formaggio è equilibrato.,True,OK
Sapore,94,Poco salato. No umani. Manchevolezze,È poco salato e privo di umami.,True,OK
Sapore,95,Non dolce,Non è dolce.,True,OK
Sapore,98,Solo leggero acido,C'è solo un leggero sapore acido.,True,OK
Sapore,99,Scarno e pungente,Il sapore è scarno e pungente.,True,OK
Sapore,103,"Anonimo come sapore, poco espresso con...",Il sapore è anonimo e poco espresso.,True,OK
Sapore,123,Prevalenza però  lieve di acido amaro e salato,"C'è una lieve prevalenza di sapori acidi, amari e salati.",True,OK
Sapore,126,Troppo salato,Troppo salato.,True,OK
Sapore,127,Appena troppo sale. Amaro. Scarno del resto,"C'è un po' troppo sale, con un retrogusto amaro e scarso.",True,OK
Sapore,130,Non sono sicuro di percepire dolcezza,Non sono sicuro di percepire la dolcezza.,True,OK
Sapore,145,Ambivalenza dove:-amaro...,"C'è ambivalenza, con note amare.",True,OK
Sapore,162,Sgraziato. Troppo amaro,Sgraziato e troppo amaro.,True,OK
Sapore,165,Amaro domina,Il sapore amaro domina.,True,OK
Sapore,167,"Leggero amaro ,,peccato!","C'è un leggero amaro, peccato!",True,OK
Sapore,168,Amaro,Amaro.,True,OK
Sapore,169,Non dolce. Salato  e amaro spiccano un po',Non è dolce; spiccano il salato e l'amaro.,True,OK
Sapore,172,Bruciante,Il sapore è bruciante.,True,OK
Sapore,175,Non dolce,Non ha un sapore dolce.,True,OK
Sapore,181,Non dolce,Non ha un sapore dolce.,True,OK
Sapore,182,Amaro e salato. No dolce,"Le note amare e salate prevalgono, non è dolce.",True,OK
Sapore,183,Tanto umani. Non dolce,Ha un sapore molto umano e non è dolce.,True,OK
Sapore,184,Non dolce,Non ha un sapore dolce.,True,OK
Sapore,190,Amaro e salato prevalenti,Le note amare e salate sono prevalenti.,True,OK
Sapore,191,Non dolce. Un pochetto troppo salato,Non è dolce e risulta un po' troppo salato.,True,OK
Sapore,192,Appena troppo salato,È appena troppo salato.,True,OK
Sapore,195,Pungente,Il sapore è pungente.,True,OK
Sapore,196,"Amaro, troppo",È troppo amaro.,True,OK
Sapore,197,"Acido, amaro e salato prevalgono","Le note acide, amare e salate prevalgono.",True,OK
Sapore,198,Troppo sale. Pungente,C'è troppo sale e il sapore è pungente.,True,OK
Sapore,200,Non dolce,Non è dolce.,True,OK
Sapore,201,Anche se finale amarognolo...,Ha un finale amarognolo.,True,OK
Sapore,241,Acido su tutti,È acido in modo predominante.,True,OK
Sapore,260,"2 dei 4 campioni a livello di sapore si discostano in modo evidente: molto più  sale, acido e umami.","Due dei quattro campioni si discostano notevolmente per sapore: sono molto più salati, acidi e umami.",True,OK
Sapore,261,"Non è  ""saporito"" manca sale e umami","Non è saporito, manca di sale e umami.",True,OK
Sapore,271,Anonimo poco intenso,È anonimo e poco intenso.,True,OK
Sapore,276,Un pochetto amaro. Umani latitante,Ha un leggero retrogusto amaro e l'umami è assente.,True,OK
Sapore,281,Troppo salato,È troppo salato.,True,OK
Sapore,293,Equilibrato,Il formaggio è equilibrato.,True,OK
Sapore,306,Non equilibrato,Il formaggio non è equilibrato.,True,OK
Sapore,309,Leggermente contrasto dolce/amaro,C'è un leggero contrasto tra dolce e amaro.,True,OK
Sapore,312,Molto leggere le sensazioni segnate sul sapore,Le sensazioni sul sapore sono molto leggere.,True,OK
Sapore,313,Amaro ma insipido,È amaro ma insipido.,True,OK
Sapore,321,Medio ma non intenso il sapore,Il sapore è medio ma non intenso.,True,OK
Sapore,324,piccante,Il formaggio è piccante.,True,OK
Sapore,336,leg acido e sal,Ha una leggera nota acida e salata.,True,OK
Sapore,341,salato,Il formaggio è salato.,True,OK
Sapore,351,leg acido salato,Ha una leggera nota acida e salata.,True,OK
Sapore,361,piccante acre in gola,Piccante e acre in gola.,True,OK
Sapore,362,tentende piccante e amaro,Tendente al piccante e all'amaro.,True,OK
Sapore,372,leg salato,Leggermente salato.,True,OK
Sapore,373,piccante,Piccante.,True,OK
Sapore,377,piccante,Piccante.,True,OK
Sapore,379,salato,Salato.,True,OK
Sapore,380,acido amaro,Acido e amaro.,True,OK
Sapore,381,"Amaro percepibile. bocconi disomogenei per quel che riguarda la salatura, alcuni addirittura poco salati. poco umami. Gusto non omogeneo","Amaro percepibile, con bocconi disomogenei nella salatura; alcuni sono poco salati e c'è poco umami.",True,OK
Sapore,392,leg salato umami,Leggermente salato e umami.,True,OK
Sapore,410,leg amaro,Leggermente amaro.,True,OK
Sapore,419,acido ;amaro,Acido e amaro.,True,OK
Sapore,421,"piccante, salato",Piccante e salato.,True,OK
Sapore,427,piccante percepito;,Piccante percepito.,True,OK
Sapore,432,umami,Umami.,True,OK
Sapore,436,"piccante, salato",Piccante e salato.,True,OK
Sapore,439,leg salato,Leggermente salato.,True,OK
Sapore,446,molto sbilanciato sull-umami,Molto sbilanciato sull'umami.,True,OK
Sapore,461,amaro,Amaro.,True,OK
Sapore,462,amaro ;acido,Amaro e acido.,True,OK
Sapore,467,equilibrato,Equilibrato.,True,OK
Sapore,468,GENERALMENTE  EQUILIBRATO,Generalmente equilibrato.,True,OK
Sapore,469,"abbastanza neutro, piatto",Abbastanza neutro e piatto.,True,OK
Sapore,471,acido,Acido.,True,OK
Sapore,476,punta di acido,Punta di acido.,True,OK
Sapore,487,sbilanciato salato,Sbilanciato sul salato.,True,OK
Sapore,488,acido;salato,Acido e salato.,True,OK
Sapore,492,legg acido,Leggermente acido.,True,OK
Sapore,499,acido,Acido.,True,OK
Sapore,501,"sapori un po slegati e un po piccante, ma non persistente","Sapori un po' slegati e un po' piccanti, ma non persistenti.",True,OK
Sapore,502,salato e amaro...,Salato e amaro.,True,OK
Sapore,505,"sapidit' medio/alta, poco umami, poco piccante","Sapidità medio-alta, poco umami e poco piccante.",True,OK
Sapore,506,"UN PO- ACIDINO, E PICCANTE",Un po' acidino e piccante.,True,OK
Sapore,510,legg amaro,Leggermente amaro.,True,OK
Sapore,518,piccante,Piccante.,True,OK
Sapore,520,piccante;salato;,Piccante e salato.,True,OK
Sapore,523,acido,Acido.,True,OK
Sapore,538,piccante;acido;,Piccante e acido.,True,OK
Sapore,541,piccante,Piccante.,True,OK
Sapore,542,dolce amara GRASSA,Dolce amara e grassa.,True,OK
Sapore,554,ACIDO;piccante,Acido e piccante.,True,OK
Sapore,562,piccante,Piccante.,True,OK
Sapore,565,equilibrato e anche dolce..,Equilibrato e anche dolce.,True,OK
Sapore,566,acido amaro,Acido e amaro.,True,OK
Sapore,568,motlo umami,Molto umami.,True,OK
Sapore,570,leg amaro,Leggermente amaro.,True,OK
Sapore,571,legg salato,Leggermente salato.,True,OK
Sapore,573,salato;acido,Salato e acido.,True,OK
Sapore,579,piccante,Piccante.,True,OK
Sapore,581,piccante;acido,Piccante e acido.,True,OK
Sapore,601,piccante e acido,Piccante e acido.,True,OK
Sapore,606,@sciapo.... e amaro....,È sciapo e amaro.,True,OK
Sapore,611,equilibrato,È equilibrato.,True,OK
Sapore,612,piccante,È piccante.,True,OK
Sapore,614,leg piccante,Leggermente piccante.,True,OK
Sapore,628,"ammmmmaro, acido e salatino. squilibrio","È amaro, acido e salatino, con uno squilibrio.",True,OK
Sapore,646,legg piccante,Leggermente piccante.,True,OK
Sapore,647,amaro piccante,È amaro e piccante.,True,OK
Sapore,650,"piccantezza , troppo umami","La piccantezza è eccessiva, con troppo umami.",True,OK
Sapore,652,un p; acido  e amaro,È un po' acido e amaro.,True,OK
Sapore,658,piccantina ma equilibrata,È piccante ma equilibrata.,True,OK
Sapore,659,"leggermente amaro, manca come di struttura, salato ,piccante ma non legati","Leggermente amaro, manca di struttura; salato e piccante ma non legati.",True,OK
Sapore,662,acido;amaro;,È acido e amaro.,True,OK
Sapore,669,amaro,È amaro.,True,OK
Sapore,670,acido;amaro,È acido e amaro.,True,OK
Sapore,677,amaro,È amaro.,True,OK
Sapore,681,piccante salato non equilibrati,"Piccante e salato, non equilibrati.",True,OK
Sapore,683,"acido che spicca, ma anche dolce, salato basso","L'acido spicca, ma è anche dolce, con salato basso.",True,OK
Sapore,685,tendente all'amaro acido piccante,"Il formaggio tende all'amaro, con note acide e piccanti.",True,OK
Sapore,691,non equilib picc e salato,Non c'è equilibrio tra il piccante e il salato.,True,OK
Sapore,693,"poco rotondo, forse manca umami, nel complesso equilibrato","È poco rotondo e forse manca di umami, ma nel complesso è equilibrato.",True,OK
Sapore,695,umami troppo evidente,L'umami è troppo evidente.,True,OK
Sapore,697,latte fresco,Ha un sapore di latte fresco.,True,OK
Sapore,702,anonimo con amaro...,Il sapore è anonimo con una nota amara.,True,OK
Sapore,719,"eccesso di umami, e salto",C'è un eccesso di umami e una mancanza di equilibrio.,True,OK
Sapore,722,non equi salato amaro,Non c'è equilibrio tra il salato e l'amaro.,True,OK
Sapore,732,pizzica salato,Il salato pizzica.,True,OK
Sapore,741,"un po' amaro, salato, umami -","È un po' amaro, salato e con umami.",True,OK
Sapore,745,umami;acido,Ha note di umami e acidità.,True,OK
Sapore,761,pungente,È pungente.,True,OK
Sapore,763,salato;leggermente acido;leggermente umami,"È salato, leggermente acido e leggermente umami.",True,OK
Sapore,767,piccantezza elevata,La piccantezza è elevata.,True,OK
Sapore,769,leggermento acido,È leggermente acido.,True,OK
Sapore,771,punta di acido;salato,Presenta una punta di acidità e salato.,True,OK
Sapore,772,amaro acido,Ha un sapore amaro e acido.,True,OK
Sapore,773,"amaro, acido. nulla spicca se non il sale, un pochetto dolce","Il formaggio è amaro e acido, con un leggero sapore dolce, ma il sale è l'unico elemento che spicca.",True,OK
Sapore,775,lieve piccantezza finale,C'è una lieve piccantezza finale.,True,OK
Sapore,776,leggermente squilibrato sull'acido,Il formaggio risulta leggermente squilibrato sull'acido.,True,OK
Sapore,777,umami spiccato,Si percepisce un umami spiccato.,True,OK
Sapore,778,piccante e credo sappia di stalla,È piccante e ha un sapore che ricorda la stalla.,True,OK
Sapore,779,acido;salato;umami;,"Il formaggio presenta note di acido, salato e umami.",True,OK
Sapore,780,leg salato umami piccante,"Si avverte un leggero sapore salato, umami e piccante.",True,OK
Sapore,781,amaro,Il formaggio ha un sapore amaro.,True,OK
Sapore,788,leg amaro,Si percepisce un leggero amaro.,True,OK
Sapore,821,acido,Si avverte un sapore acido.,True,OK
Sapore,822,"piccante, salato",Il formaggio è piccante e salato.,True,OK
Sapore,823,tendente all'acido,Tende all'acido.,True,OK
Sapore,825,"sale eccessivo, piccante",C'è un eccesso di sale e un sapore piccante.,True,OK
Sapore,827,leggermente acido,È leggermente acido.,True,OK
Sapore,828,"leggermenete piccante, salato e amarognolo","Si avverte una leggera piccantezza, salato e amarognolo.",True,OK
Sapore,829,acido,Il formaggio è acido.,True,OK
Sapore,832,"salato, amaro,",Si percepiscono sapori salato e amaro.,True,OK
Sapore,834,amaro;umami,Amaro e umami.,True,OK
Sapore,836,umami leggermente accentuato piccante praticamente nullo,"Umami leggermente accentuato, piccante praticamente nullo.",True,OK
Sapore,838,tendente all'amaro,Tendente all'amaro.,True,OK
Sapore,839,salato glutammato molto negativo,"Salato con un forte retrogusto di glutammato, molto negativo.",True,OK
Sapore,861,acido,Acido.,True,OK
Sapore,869,leg salato,Leggermente salato.,True,OK
Sapore,881,amaro da subito,Amaro fin da subito.,True,OK
Sapore,882,umami e salato molto forte,Umami e salato molto forti.,True,OK
Sapore,883,"piccante, acido , salto, umami;soprattutto in una porzione","Piccante, acido, salato e umami, soprattutto in una porzione.",True,OK
Sapore,884,piccante,Piccante.,True,OK
Sapore,887,acido,Acido.,True,OK
Sapore,888,"salato, umami,",Salato e umami.,True,OK
Sapore,889,salato immangiabile,"Salato, immangiabile.",True,OK
Sapore,890,salato,Salato.,True,OK
Sapore,891,salato,Salato.,True,OK
Sapore,894,"umami, salato, piccante","Umami, salato e piccante.",True,OK
Sapore,897,dolce pizzica unpo- non tipico del grana,"Il formaggio ha un sapore dolce che pizzica, non tipico del grana.",True,OK
Sapore,898,"percepisco anche il dolce, peccato sia pungente, non chiaro se piccante o di sale. penso piccante","Percepisco un sapore dolce, ma è anche pungente; non è chiaro se sia piccante o salato, penso sia piccante.",True,OK
Sapore,899,non piccante leggermente amaro,"Non è piccante, ma ha un leggero retrogusto amaro.",True,OK
Sapore,902,non equilibrato troppo salato,"Il sapore non è equilibrato, è troppo salato.",True,OK
Sapore,907,"equilibrato, umami...",Il formaggio è equilibrato e presenta note di umami.,True,OK
Sapore,915,salato e piccante non equilibrati,Il sapore salato e piccante non sono equilibrati.,True,OK
Sapore,920,equilibrato,Il formaggio è equilibrato.,True,OK
Sapore,921,amaro e umami percepibili,Sono percepibili note di amaro e umami.,True,OK
Sapore,922,"amaro, dolce",Il sapore è amaro e dolce.,True,OK
Sapore,926,TENDENTE ALL'AMARO ACIDO,Tende all'amaro e all'acido.,True,OK
Sapore,927,salato,Il formaggio è salato.,True,OK
Sapore,928,"salato, dolce assente","È salato, ma il dolce è assente.",True,OK
Sapore,929,salato,Il formaggio è salato.,True,OK
Sapore,930,salato,Il formaggio è salato.,True,OK
Sapore,931,legg acido e piccante,Ha un leggero sapore acido e piccante.,True,OK
Sapore,943,leg amaro leg acido e piccante (lascia leggero acre in gola),"Presenta un leggero sapore amaro, acido e piccante, lasciando un retrogusto acre in gola.",True,OK
Sapore,945,insapore,Il formaggio è insapore.,True,OK
Sapore,964,acido amaro,Il formaggio ha un sapore acido e amaro.,True,OK
Sapore,965,tendente all'amaro piccante,Il sapore tende all'amaro piccante.,True,OK
Sapore,966,leggermente amaro e acre in gola,Si percepisce un leggero amaro e un'acidità in gola.,True,OK
Sapore,971,"umami troppo forte, poco sale",L'umami è troppo forte e il sale è poco.,True,OK
Sapore,975,tendende all'acido,Tende all'acido.,True,OK
Sapore,978,salato;acido,È salato e acido.,True,OK
Sapore,979,"senza salinit' e piccante, un p; di umami","Manca di salinità e piccantezza, con un po' di umami.",True,OK
Sapore,982,"sapidit' spiccata con buon umami e piccantezza evidente, non molto bilanciato","Ha una sapidità spiccata con buon umami e piccantezza evidente, ma non è molto bilanciato.",True,OK
Sapore,984,"dolce, legg sbilanciato umami e salato","È dolce, con un leggero sbilanciamento tra umami e salato.",True,OK
Sapore,987,"saporito, salato e uamai adeguati, piccante praticamente assente","È saporito, con salato e umami adeguati, mentre la piccantezza è praticamente assente.",True,OK
Sapore,988,salato,È salato.,True,OK
Sapore,991,molto amaro,È molto amaro.,True,OK
Sapore,993,dolce;,È dolce.,True,OK
Sapore,995,un po troppo acido con leggero piccante,È un po' troppo acido con un leggero piccante.,True,OK
Sapore,997,leg salato,È leggermente salato.,True,OK
Sapore,998,legg salato,È leggermente salato.,True,OK
Sapore,1022,piccante,È piccante.,True,OK
Sapore,1024,acido,Il formaggio ha un sapore acido.,True,OK
Sapore,1061,leg salato,Ha un leggero sapore salato.,True,OK
Sapore,1062,non equilibrato salato,"Il sapore non è equilibrato, è troppo salato.",True,OK
Sapore,1066,acido;umami;,Presenta note di acidità e umami.,True,OK
Sapore,1067,piccante assente. pococ umami. nele complesso equilibrato. non dolce,"Il piccante è assente, l'umami è poco presente e il complesso non è equilibrato, non è dolce.",True,OK
Sapore,1068,acido,Il formaggio ha un sapore acido.,True,OK
Sapore,1071,leg amaro,C'è un leggero retrogusto amaro.,True,OK
Sapore,1075,leggermente acido;,È leggermente acido.,True,OK
Sapore,1079,"umami un po- carico, piccante inesistente","L'umami è un po' carico, il piccante è inesistente.",True,OK
Sapore,1080,leg amaro,C'è un leggero retrogusto amaro.,True,OK
Sapore,1092,acido;amaro;,Ci sono note di acidità e amaro.,True,OK
Sapore,1120,piccante,Il formaggio è piccante.,True,OK
Sapore,1121,piccante,Il formaggio è piccante.,True,OK
Sapore,1122,"punta di piccante, salato",C'è una punta di piccante e un sapore salato.,True,OK
Sapore,1124,pungente sulla lingua. Amaro e acido presenti,"È pungente sulla lingua, con note di amaro e acidità.",True,OK
Sapore,1125,amaro;acido;,Ci sono note di amaro e acidità.,True,OK
Sapore,1126,acido,Il formaggio ha un sapore acido.,True,OK
Sapore,1128,leg amaro,Leggermente amaro.,True,OK
Sapore,1129,legg salato,Leggermente salato.,True,OK
Sapore,1130,leggera punta di acido,Leggera punta di acidità.,True,OK
Sapore,1131,troppo acido acidita,Troppo acido.,True,OK
Sapore,1132,Amaro percepibile. Nessun sapore sovrastante. non dolce,"Amaro percepibile, senza sapori sovrastanti e non dolce.",True,OK
Sapore,1133,acido;,Acido.,True,OK
Sapore,1135,dolce poco percepito,Dolce poco percepito.,True,OK
Sapore,1138,"sapido prevalente, segue il dolce e il piccante persistente (non sembra grana)","Sapido prevalente, seguito da dolce e piccante persistente.",True,OK
Sapore,1139,"pungente per eccesso salino. acido, amaro presenti ed equilibrati.","Pungente per eccesso di sale, con acidità e amarezza equilibrate.",True,OK
Sapore,1141,salato,Salato.,True,OK
Sapore,1161,pungente per sale,Pungente per il sale.,True,OK
Sapore,1163,acido;leggermente piccante;salato,"Acido, leggermente piccante e salato.",True,OK
Sapore,1167,leg salato,Leggermente salato.,True,OK
Sapore,1177,salato legg amaro,Salato con leggera amarezza.,True,OK
Sapore,1179,leg amaro,Leggermente amaro.,True,OK
Sapore,1185,un po' troppo salato,Un po' troppo salato.,True,OK
Sapore,1186,"equilibrato, leggerm. sapido",Equilibrato e leggermente sapido.,True,OK
Sapore,1187,acido,Acido.,True,OK
Sapore,1188,"poco salato,",Poco salato.,True,OK
Sapore,1189,abb equi un po salato,Abbastanza salato.,True,OK
Sapore,1191,leg salato,Leggermente salato.,True,OK
Sapore,1202,insapore,Insapore.,True,OK
Sapore,1221,salato,Salato.,True,OK
Sapore,1222,manca di pienezza. forse manca umami,"Manca di pienezza, forse manca umami.",True,OK
Sapore,1227,salato,Salato.,True,OK
Sapore,1230,amaro,Amaro.,True,OK
Sapore,1231,amaro tossico  e piccante,Amaro tossico e piccante.,True,OK
Sapore,1232,acidi;piccante;umami,"Acidi, piccante, umami.",True,OK
Sapore,1236,amaro deciso e penalizzante,Amaro deciso e penalizzante.,True,OK
Sapore,1237,salato,Salato.,True,OK
Sapore,1240,salato,Salato.,True,OK
Sapore,1242,acido;leggermente salato;,Acido e leggermente salato.,True,OK
Sapore,1245,"solo un accento di umami, non piccante","Solo un accento di umami, non piccante.",True,OK
Sapore,1249,leg piccante,Leggermente piccante.,True,OK
Sapore,1251,leggermetne acido;salato ;umami;,"Leggermente acido, salato e umami.",True,OK
Sapore,1252,"salato, aciduloe amaro","Salato, acidulo e amaro.",True,OK
Sapore,1261,acido;,Acido.,True,OK
Sapore,1277,acido;,Acido.,True,OK
Sapore,1282,non equilibrato amaro,Non equilibrato e amaro.,True,OK
Sapore,1301,un po- sbilanciato il salato,Un po' sbilanciato sul salato.,True,OK
Sapore,1304,nulla prevale. non dolce,"Nulla prevale, non dolce.",True,OK
Sapore,1317,legg sbilanciato il salato,Leggermente sbilanciato sul salato.,True,OK
Sapore,1321,Acido. Amaro leggero. non dolce.,"Acido, amaro leggero e non dolce.",True,OK
Sapore,1322,insapore,Insapore.,True,OK
Sapore,1323,"salato, umami",Salato e umami.,True,OK
Sapore,1326,leg salato,Leggermente salato.,True,OK
Sapore,1329,"intenso, ma non del tutto positivo","Intenso, ma non del tutto positivo.",True,OK
Sapore,1335,acido;amaro,Acido e amaro.,True,OK
Sapore,1341,salato umami leg amaro,"Salato, umami e leggermente amaro.",True,OK
Sapore,1357,dolce;,Dolce.,True,OK
Sapore,1359,"un po' salato,",Un po' salato.,True,OK
Sapore,1362,piccante leggero;acido moderato,Piccante leggero e acido moderato.,True,OK
Sapore,1363,leg salato,Il formaggio ha un sapore salato.,True,OK
Sapore,1365,leggermente acido;umami,Il formaggio è leggermente acido e presenta note di umami.,True,OK
Sapore,1372,piccante forte,Il sapore è fortemente piccante.,True,OK
Sapore,1374,dolce e sa di vecchio,Il formaggio è dolce e ha un sapore di vecchio.,True,OK
Sapore,1378,"equilibrato ma con poco sale!!! ""Sciapotto""","Il sapore è equilibrato, ma con poco sale.",True,OK
Sapore,1379,piccante e amaro,Il formaggio è piccante e amaro.,True,OK
Sapore,1381,Amaro. non dolce,Il sapore è amaro e non dolce.,True,OK
Sapore,1382,acido;amaro,Il formaggio è acido e amaro.,True,OK
Sapore,1383,salato e amaro,Il sapore è salato e amaro.,True,OK
Sapore,1385,molto salato con punta di amaro,È molto salato con una punta di amaro.,True,OK
Sapore,1388,inizialmente molto buono ma alla fine  molto salato,"Inizialmente è molto buono, ma alla fine risulta molto salato.",True,OK
Sapore,1389,piccante forte,Il sapore è fortemente piccante.,True,OK
Sapore,1391,piccantino. non dolce,È piccantino e non dolce.,True,OK
Sapore,1392,acido;amaro;piccante,"Il formaggio è acido, amaro e piccante.",True,OK
Sapore,1393,amaro,Il sapore è amaro.,True,OK
Sapore,1394,legg acido e piccante. salato,"È leggermente acido e piccante, con un sapore salato.",True,OK
Sapore,1395,amara e piccante,Il formaggio è amaro e piccante.,True,OK
Sapore,1400,nessuna nota prevalente. poco umami o nulla,"Nessuna nota prevalente, poco umami o nulla.",True,OK
Sapore,1401,acido;amaro;,Acido e amaro.,True,OK
Sapore,1408,amaro,Amaro.,True,OK
Sapore,1410,umami,Umami.,True,OK
Sapore,1411,neutro,Neutro.,True,OK
Sapore,1469,amaro;umami;,Amaro e umami.,True,OK
Sapore,1474,legg sbilanciato il salato,Leggermente sbilanciato il salato.,True,OK
Sapore,1476,salato,Salato.,True,OK
Sapore,1477,piccante;acido;,Piccante e acido.,True,OK
Sapore,1478,piccante,Piccante.,True,OK
Sapore,1482,pizzica salato,Pizzica salato.,True,OK
Sapore,1483,leg amaro,Leggermente amaro.,True,OK
Sapore,1489,amaro acido,Amaro e acido.,True,OK
Sapore,1491,"un po' amaro, salato, umami -","Un po' amaro, salato e umami.",True,OK
Sapore,1495,umami;acido,Umami e acido.,True,OK
Sapore,1496,legg salato,Leggermente salato.,True,OK
Sapore,1508,"squilibrato, salato.",Il formaggio è squilibrato e salato.,True,OK
Sapore,1541,piuttosto insapore,Il formaggio è piuttosto insapore.,True,OK
Sapore,1542,gusti equilibrati e no piccante,I gusti sono equilibrati e non piccanti.,True,OK
Sapore,1544,acido,Il formaggio ha un sapore acido.,True,OK
Sapore,1551,acido intensità leggera;piccante intensità leggera,Il formaggio ha un'acidità leggera e una piccantezza leggera.,True,OK
Sapore,1554,acido;piccante,Il formaggio è acido e piccante.,True,OK
Sapore,1563,acido;damaro,Il formaggio è acido e amaro.,True,OK
Sapore,1564,"dolce, amaro",Il formaggio è dolce e amaro.,True,OK
Sapore,1583,"acido pungente,",Il formaggio ha un'acidità pungente.,True,OK
Sapore,1593,"neutro, insapore",Il formaggio è neutro e insapore.,True,OK
Sapore,1,Molto equilibrio e complessità  delle note,C'è un buon equilibrio e complessità delle note.,False,OK
Sapore,4,Leggermente  astringente,Presenta una leggera astringenza.,False,OK
Sapore,5,Lievissima nota amara,Si avverte una lievissima nota amara.,False,OK
Sapore,11,"Poco Miami,",Ha poco sapore.,False,OK
Sapore,15,Il pizzicore moderato alla lingua sovrasta,Il pizzicore moderato alla lingua sovrasta.,False,OK
Sapore,17,Astringente,Presenta astringenza.,False,OK
Sapore,21,Non da grana,Non ha caratteristiche da formaggio grana.,False,OK
Sapore,41,Nonostante la percezione di descrittori positivi e negativi lo valuto nel complesso positivo perché non vere ricettività ma caratteristiche attese in un formaggio stagionato,"Nonostante i descrittori positivi e negativi, lo valuto complessivamente positivo per le caratteristiche attese in un formaggio stagionato.",False,
Sapore,49,Dolciastro,Il sapore è dolciastro.,False,OK
Sapore,53,Poco umano e sale,Il sapore è poco umano e poco salato.,False,OK
Sapore,92,Appena troppo sale,C'è appena troppo sale.,False,OK
Sapore,96,Troppo sale,C'è troppo sale.,False,OK
Sapore,97,Non da grana di 18 20 mesi,Non ha le caratteristiche di un grana di 18-20 mesi.,False,
Sapore,116,Piatto,Piatto.,False,OK
