id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista,peso
298,OK,Il campione presenta una pasta di colore giallo piuttosto carico e aranciato.,Giallo piuttosto carico e aranciato,Giallo piuttosto carico e aranciato,2018,C0Q,Q_02,1.0
299,OK,"Il campione presenta una pasta di colore giallo, meno carico e abbastanza omogenea.",Giallo anche meno carico abbastanza omogenea,Giallo anche meno carico abbastanza omogenea,2018,C0Q,Q_09,1.0
300,OK,"Il campione sarebbe anche giallo paglierino, ma presenta una zona con un alone imbrunito.",Sarebbe anche giallo paglierino ma presenta zona con alone imbrunito,Sarebbe anche giallo paglierino ma presenta zona con alone imbrunito,2018,C0Q,Q_10,1.0
301,FUORI_ATTRIBUTO,Il colore è giallo medio carico tendente al nocciola.,Giallo medio carico tendente al nocciola,Giallo medio carico tendente al nocciola,2018,C0Q,TG_08,1.0
302,OK,"Il campione presenta una pasta di colore giallo medio carico, uniforme e priva di macchie.",Omogeneo giallo medio.carico,Omogeneo giallo medio.carico,2018,C0Q,TG_11,1.0
303,OK,"Il campione presenta una pasta di colore paglierino intenso, uniforme e priva di macchie.",Omogenea paglierino più intenso,Omogenea paglierino più intenso,2018,C0Q,TG_12,1.0
304,FUORI_ATTRIBUTO,Un piatto è più scuro.,Un piatto e più scuro,Un piatto e più scuro,2018,C0Q,TG_20,1.0
305,OK,"Il campione presenta un alone centrale carico, con una pasta di colore uniforme.",Alone centrale carico,Alone centrale carico,2018,C0B,Q_02,1.0
306,OK,Il campione presenta un colore di fondo chiaro con un netto alone centrale e una leggera chiazza rosata.,Colore di fondo chiaro ma netto alone centrale e forse una chiazza rosara,Colore di fondo chiaro ma netto alone centrale e forse una chiazza rosara,2018,C0B,Q_09,1.0
307,OK,"Il campione presenta una pasta paglierino ai bordi, ma carico al centro, con una leggera intensità di colore.","Paglierino ai bordi, ma carico al centro, anche se non molto giallo","Paglierino ai bordi, ma carico al centro, anche se non molto giallo",2018,C0B,TG_04,1.0
308,OK,"Il campione presenta un alone centrale molto scuro, con una pasta di colore uniforme.",Alone centrale molto più  scuro,Alone centrale molto più  scuro,2018,C0B,TG_12,1.0
309,OK,"Il campione presenta un alone centrale marcato, più evidente grazie alla pasta molto chiara.","Alone  centrale marcato, più evidente perché la pasta é molto chiara","Alone  centrale marcato, più evidente perché la pasta é molto chiara",2018,C0B,TG_13,1.0
310,OK,Il campione presenta una pasta chiara con un deciso alone centrale.,Chiara con deciso alone centrale,Chiara con deciso alone centrale,2018,C0B,TG_19,1.0
311,OK,Il campione mostra centralmente una sfumatura leggermente più intensa.,Centralmente mostra una sfumatura leggermente piú intensa,Centralmente mostra una sfumatura leggermente piú intensa,2018,C0B,TG_35,1.0
312,OK,"Il campione è leggermente carico ma paglierino al centro, uniforme.",Leggermente carico ma paglierino al centro,Leggermente carico ma paglierino al centro,2018,C0D,Q_02,1.0
313,OK,"Il campione tende leggermente al rosato, presentando una pasta abbastanza uniforme.",Tendente un Po al rosato abbastanza unif,Tendente un Po al rosato abbastanza uniforme,2018,C0D,Q_09,1.0
314,OK,"Il campione è omogeneo su tutto il taglio, non paglierino, ma appena più carico.","Omogeneo su tutto il taglio ma non paglierino, appena più  carico","Omogeneo su tutto il taglio ma non paglierino, appena più  carico",2018,C0D,TG_04,1.0
315,OK,Il campione è chiaro con un leggero alone centrale e tende verso un colore piatto.,Chiara con leggero alone centrale e verso un piatto,Chiara con leggero alone centrale e verso un piatto,2018,C0D,TG_19,1.0
316,OK,Il campione presenta un'omogenea presenza di cristalli bianchi evidenti.,Omogenea presenza dicristalli bianchi evidenti,Omogenea presenza dicristalli bianchi evidenti,2018,C0D,TG_35,1.0
317,OK,Il campione è carico ma non omogeneo.,Carico non omogeneo,Carico non omogeneo,2018,C0F,Q_02,1.0
318,OK,"Il campione è carico, con una leggera tonalità grigiastro e rosata.",Carico un Po grigiastro e rosato,Carico un Po grigiastro e rosato,2018,C0F,Q_09,1.0
319,OK,Il campione è omogeneo e non troppo carico.,"Omogeneo, non troppo carico","Omogeneo, non troppo carico",2018,C0F,TG_04,1.0
320,CONFORME,"Il campione mostra una pasta omogenea, priva di difetti visivi.",Omogeneo,Omogeneo,2018,C0F,TG_12,0.5
321,FUORI_ATTRIBUTO,Il colore non è molto chiaro ed è leggermente più intenso al centro.,Non molto chiaro e leggermente più intenso al centro,Non molto chiaro e leggermente più intenso al centro,2018,C0F,TG_19,1.0
322,OK,"La pasta del campione è decisamente carica, con una tonalità di giallo paglierino.",Decisamente carico,Decisamente carico,2018,C0I,Q_02,1.0
323,FUORI_ATTRIBUTO,Il colore è molto carico e più chiaro su un piatto.,Colore molto carico più chiaro su 1 piatto,Colore molto carico più chiaro su 1 piatto,2018,C0I,Q_09,1.0
324,OK,"Il campione mostra una pasta abbastanza omogenea, con una carica saturo verso il giallo.",Abbastanza omogeneo ma saturo verso il giallo,Abbastanza omogeneo ma saturo verso il giallo,2018,C0I,TG_04,1.0
325,OK,"Il campione presenta una pasta di colore giallo intenso, con una carica marcata e uniforme.",Molto carico,Molto carico,2018,C0I,TG_12,1.0
326,OK,"Il campione presenta due fasce, con una tonalità più scura su un piatto.","Due fasce, più scura su un piatto","Due fasce, più scura su un piatto",2018,C0I,TG_13,1.0
327,OK,"Il campione è intenso e presenta un alone centrale, con una sfumatura verso un piatto.",Intenso e con alone in centro e verso un piatto,Intenso e con alone in centro e verso un piatto,2018,C0I,TG_19,1.0
328,OK,"La pasta del campione è omogenea, priva di disomogeneità e macchie.",Omogenea,Omogenea,2018,C0I,TG_35,1.0
329,OK,"Il campione mostra una pasta pressoché omogenea, con una leggera variazione di tonalità.",Pressoché omogenea,Pressoché omogenea,2018,C0L,Q_02,1.0
330,OK,Il campione è leggermente più scuro su un piatto.,Leggermente più scuro su 1b piatto,Leggermente più scuro su 1b piatto,2018,C0L,Q_09,1.0
331,OK,Il campione è omogeneo e chiaro.,"Omogeneo, chiaro","Omogeneo, chiaro",2018,C0L,TG_04,1.0
332,OK,"Il campione ha una pasta di colore paglierino chiaro, uniforme e priva di imperfezioni.",Paglierino chiaro,Paglierino chiaro,2018,C0L,TG_13,1.0
333,OK,Il campione è omogeneo ma presenta un'intensità nocciola.,Omogeneo ma intenso nocciola,Omogeneo ma intenso nocciola,2018,C0L,TG_19,1.0
334,OK,Il sottocrosta di una faccia è più chiaro.,Il sottoposta di una faccia è più chiaro,Il sottocrosta di una faccia è più chiaro,2018,C0L,TG_35,1.0
335,OK,"Il campione non è omogeneo e presenta macchie gialle più accentuate, con un alone centrale non carico.",Non omogenea Presenza di macchie gialle più accentuate  Alone centrale non carico,Non omogenea Presenza di macchie gialle più accentuate  Alone centrale non carico,2018,C0O,Q_02,1.0
336,OK,"La base è chiara ma disomogenea, con chiazze più scure.",Base chiara ma disomogenea con chiazze più scure,Base chiara ma disomogenea con chiazze più scure,2018,C0O,Q_09,1.0
337,OK,"La base è paglierino, chiara, con un alone appena più scuro e ulteriori macchie ancora più scure.","Base paglierino, chiara. Alone appena più  scuri e ulteriori macchie ancora più  scure","Base paglierino, chiara. Alone appena più  scuri e ulteriori macchie ancora più  scure",2018,C0O,TG_04,1.0
338,OK,"Il campione è paglierino carico, soprattutto al centro, con delle striature più evidenti.",Paglierino carico soprattutto al centro con delle striature più evidenti,Paglierino carico soprattutto al centro con delle striature più evidenti,2018,C0O,TG_13,1.0
339,OK,Il campione è chiaro ma presenta un alone sganciato centrale.,Chiara ma alone sganciato centrale,Chiara ma alone sganciato centrale,2018,C0O,TG_19,1.0
340,OK,"Escludendo la sfumatura della crosta, il colore è omogeneo.",Escludendo la sfumatura della crosta il colore omogeneo,Escludendo la sfumatura della crosta il colore omogeneo,2018,C0A,Q_02,1.0
341,OK,"Il campione presenta una pasta di colore chiaro, tendente al grigio uniforme con una leggera sfumatura rosata al centro.",Chiaro ma tendente al grigio uniforme  con leggera sfumatura risata al centro,Chiaro ma tendente al grigio uniformeorme  con leggera sfumatura rosata al centro,2018,C0A,Q_09,1.0
342,OK,"La pasta è omogenea, senza variazioni di colore o macchie visibili.",Omogenea,Omogenea,2018,C0A,TG_05,1.0
343,OK,Il campione presenta una pasta di colore leggermente carico ma omogeneo.,Colore leggermente carico ma omogeneo,Colore leggermente carico ma omogeneo,2018,C0A,TG_13,1.0
344,OK,Il campione presenta una pasta di colore giallo carico omogeneo.,Giallo carico omogeneo,Giallo carico omogeneo,2018,C0A,TG_14,1.0
345,OK,Il campione presenta una pasta più scura verso un piatto.,Più scura verso un piatto,Più scura verso un piatto,2018,C0A,TG_15,1.0
346,OK,Il campione presenta una pasta omogenea e intensa.,Omogenea e intensa,Omogenea e intensa,2018,C0A,TG_19,1.0
347,ILLEGGIBILE,,Bello,Bello,2018,C0A,TG_20,1.0
348,OK,Il campione presenta una pasta di colore giallo carico omogeneo.,Giallo carico omogeneo,Giallo carico omogeneo,2018,C0A,TG_24,1.0
349,OK,Il campione presenta un alone marcato al centro.,Alone marcato al centro,Alone marcato al centro,2018,C0C,Q_02,1.0
350,OK,Il campione presenta una pasta di colore giallo con un alone centrale ampio.,Giallo gonfalone centrale,Giallo alone centrale ampio centrale,2018,C0C,Q_09,1.0
351,FUORI_ATTRIBUTO,C'è disomogeneità.,Disomogeneità,Disomogeneità,2018,C0C,TG_05,1.0
352,OK,Il campione presenta un colore più carico al centro.,Colore più carico al centro,Colore più carico al centro,2018,C0C,TG_13,1.0
353,OK,Il campione presenta una colorazione giallo carico più accentuato verso il centro.,Colorazione giallo carico più accentuato verso il centro,Colorazione giallo carico più accentuato verso il centro,2018,C0C,TG_14,1.0
354,OK,"Il campione presenta una pasta di colore giallo carico al centro e più chiara verso un piatto, con zone grigiastre.","Giallo carico al centro e più chiara verso un piatto,zone grigiastre","Giallo carico al centro e più chiara verso un piatto,zone grigiastre",2018,C0C,TG_15,1.0
355,OK,Il campione presenta una pasta disomogenea e con alone.,Disomogenea e con alone,Disomogenea e con alone,2018,C0C,TG_19,1.0
356,OK,"Il campione presenta una pasta non molto omogenea, carico al centro.","Non molto omogeneo, carico al centro","Non molto omogeneo, carico al centro",2018,C0C,TG_20,1.0
357,OK,Il campione presenta un'area centrale rossastra.,Area centrale rossastra...,Area centrale rossastra...,2018,C0C,TG_24,1.0
358,OK,Il campione presenta un leggero alone.,Leggero alone,Leggero alone,2018,C0E,Q_02,1.0
359,OK,Il campione presenta una pasta uniforme tendente al grigio.,Colore uniforme tendente al grigio,Colore uniformeorme tendente al grigio,2018,C0E,Q_09,1.0
360,OK,"Il campione presenta una pasta omogenea, con una tonalità uniforme e priva di difetti.",Omogenea,Omogenea,2018,C0E,TG_05,1.0
361,OK,"Il campione presenta una pasta di colore giallo paglierino, uniforme e priva di macchie.",Giallo paglierino omogeneo,Giallo paglierino omogeneo,2018,C0E,TG_14,1.0
362,FUORI_ATTRIBUTO,Ci sono zone grigiastre.,Zone grigiastre,Zone grigiastre,2018,C0E,TG_15,1.0
363,OK,"La pasta è chiara e mostra una buona omogeneità, senza aree disomogenee.",Chiaro e abbastanza omogeneo,Chiaro e abbastanza omogeneo,2018,C0E,TG_19,1.0
364,OK,"Il campione è caratterizzato da una pasta non molto carica, ma sufficientemente omogenea.","Non molto  carico, abbastanza  Omogeneo","Non molto  carico, abbastanza  Omogeneo",2018,C0E,TG_20,1.0
365,OK,"Il campione presenta una pasta omogenea, tranne nel sottocrosta.",Omogenea tranne nel sottocrosta,Omogenea tranne nel sottocrosta,2018,C0E,TG_24,1.0
366,OK,Il campione presenta un lieve alone.,Leggero alone,Leggero alone,2018,C0G,Q_02,1.0
367,OK,Il campione tende all'aranciato ma mantiene una pasta uniforme.,Tendente all' aranciata ma unif,Tendente all' aranciata ma uniforme,2018,C0G,Q_09,1.0
368,OK,"Il campione presenta una pasta paglierino carico, con tonalità rossastra negli angoli.","Paglierino carico, rossastra negli angoli","Paglierino carico, rossastra negli angoli",2018,C0G,TG_13,1.0
369,OK,"La colorazione è omogenea e non troppo carica, con una tonalità equilibrata.",Colorazione omogenea non troppo carica,Colorazione omogenea non troppo carica,2018,C0G,TG_14,1.0
370,OK,"Il campione presenta una pasta di colore giallo abbastanza chiaro, con lieve sfumatura vicino al piatto.","Giallo abbastanza chiaro ,lieve sfumatura vicino al piatto","Giallo abbastanza chiaro ,lieve sfumatura vicino al piatto",2018,C0G,TG_15,1.0
371,OK,"Il campione presenta una pasta omogenea, senza variazioni di colore.",Omogenea,Omogenea,2018,C0G,TG_19,1.0
372,OK,"Il campione è abbastanza omogeneo, in prossimità della crosta tende al rossiccio.","Abbastanza  Omogeneo, in prossimità  della crosta  tendente al rossiccio","Abbastanza  Omogeneo, in prossimità  della crosta  tendente al rossiccio",2018,C0G,TG_20,1.0
373,OK,Il campione presenta una bella tonalità con giallo chiaro.,Bella tonalità con giallo chiaro,Bella tonalità con giallo chiaro,2018,C0G,TG_24,1.0
374,OK,"Il campione è non omogeneo, con marcata disomogeneità nel centro e sottocrosta più chiara.",Non omogeneo più marcato nel centro Sottocrosta più chiaro,Non omogeneo più marcato nel centro Sottocrosta più chiaro,2018,C0N,Q_02,1.0
375,OK,Il campione è più scuro al centro e presenta una chiazza rosa.,Più scuro al centro e chiazza rosa,Più scuro al centro e chiazza rosa,2018,C0N,Q_09,1.0
376,CONFORME,"Il campione presenta una pasta conforme, con una leggera disomogeneità.",Poco omogenea,Poco omogenea,2018,C0N,TG_05,0.5
377,OK,"Il campione presenta un alone più scuro al centro, con pasta di colore giallo un po' carico.",Alone più scuro al centro. Pasta dal giallo un po' carico,Alone più scuro al centro. Pasta dal giallo un po' carico,2018,C0N,TG_13,1.0
378,OK,Il campione presenta una pasta di colore giallo carico.,Giallo carico,Giallo carico,2018,C0N,TG_14,1.0
379,OK,Il campione presenta un centro più carico rispetto alla parte vicino ai piatti.,Centro piú carico della parte vicino ai piatti,Centro piú carico della parte vicino ai piatti,2018,C0N,TG_15,1.0
380,OK,Il campione è intenso al centro.,Intenso al centro di piu,Intenso al centro di piu,2018,C0N,TG_19,1.0
381,FUORI_ATTRIBUTO,"Non è molto omogeneo, è più carico al centro.","Non molto  Omogeneo, più carico  al centro","Non molto  Omogeneo, più carico  al centro",2018,C0N,TG_20,1.0
382,FUORI_ATTRIBUTO,Il giallo è forse troppo carico.,Forse troppo carico il giallo..,Forse troppo carico il giallo..,2018,C0N,TG_24,1.0
383,FUORI_ATTRIBUTO,C'è disomogeneità nella colorazione.,Disomogeneità di colorazione,Disomogeneità di colorazione,2018,C0R,Q_02,1.0
384,FUORI_ATTRIBUTO,È chiaro con un centro più bianco.,Chiaro con centro più bianco,Chiaro con centro più bianco,2018,C0R,Q_09,1.0
385,OK,"La pasta del campione è omogenea, con una tonalità uniforme e priva di macchie.",Omogeneo,Omogeneo,2018,C0R,TG_05,1.0
386,FUORI_ATTRIBUTO,"Il colore giallo è carico a macchie, è negativo.","Colore giallo carico a macchie, negativo","Colore giallo carico a macchie, negativo",2018,C0R,TG_13,1.0
387,FUORI_ATTRIBUTO,Il colore è più intenso verso un piatto.,Colore più intenso verso un piatto,Colore più intenso verso un piatto,2018,C0R,TG_14,1.0
388,FUORI_ATTRIBUTO,Non è omogeneo.,Non omogeneo,Non omogeneo,2018,C0R,TG_15,1.0
389,FUORI_ATTRIBUTO,"È disomogenea, con fasce più chiare e un centro quasi rosato.","Disomogenea, a fasce più chiara, centro quasi rosato","Disomogenea, a fasce più chiara, centro quasi rosato",2018,C0R,TG_19,1.0
390,OK,"Il campione è abbastanza omogeneo, con una tonalità leggermente più scura su un lato.","Abbastanza  Omogeneo, un po' più scuro  Su un lato","Abbastanza  Omogeneo, un po' più scuro  Su un lato",2018,C0R,TG_20,1.0
391,OK,Il campione presenta un colore giallo carico omogeneo con tendenza a tonalità più chiara.,Giallo carico omogeneo con tendenza a tonalità più chiara,Giallo carico omogeneo con tendenza a tonalità più chiara,2018,C0R,TG_24,1.0
392,OK,"La pasta è più chiara sotto un piatto, ma mantiene una buona omogeneità.",Più chiara sotto un piatto ma abbastanza omogeneo,Più chiara sotto un piatto ma abbastanza omogeneo,2018,C0A,Q_09,1.0
393,OK,Il campione presenta un colore giallo paglierino marcato.,Giallo paglierino marcato,Giallo paglierino marcato,2018,C0A,Q_10,1.0
394,OK,Il campione è omogeneo e presenta una tonalità abbastanza chiara.,"Omogeneo, abbastanza chiaro","Omogeneo, abbastanza chiaro",2018,C0A,TG_04,1.0
395,ILLEGGIBILE,,"Uniforme, abb  chiaro","uniformeorme, abb  chiaro",2018,C0A,TG_12,1.0
396,OK,Il campione presenta un colore leggermente carico ma omogeneo.,Leggermente carico ma omogeneo,Leggermente carico ma omogeneo,2018,C0A,TG_13,1.0
397,OK,"La pasta non è molto chiara, ma risulta sufficientemente omogenea.",Non molto chiaro ma abbastanza omogeneo,Non molto chiaro ma abbastanza omogeneo,2018,C0A,TG_15,1.0
398,OK,Il campione è abbastanza omogeneo e presenta una tonalità chiara.,Abbastanza omogeneo e chiaro,Abbastanza omogeneo e chiaro,2018,C0A,TG_19,1.0
399,OK,Il campione presenta un colore carico ma omogeneo.,Carico ma omogeneo,Carico ma omogeneo,2018,C0A,TG_20,1.0
400,OK,Il campione presenta un colore giallo carico omogeneo.,Giallo carico omogeneo,Giallo carico omogeneo,2018,C0A,TG_24,1.0
401,FUORI_ATTRIBUTO,È chiaro e tende al grigio.,Chiaro tendente al grigio,Chiaro tendente al grigio,2018,C0A,TG_26,1.0
402,FUORI_ATTRIBUTO,È omogeneo ma leggermente grigio.,Omogeneo leggermente grigio,Omogeneo leggermente grigio,2018,C0C,Q_09,1.0
403,OK,"Il campione presenta una pasta di colore giallo paglierino, uniforme e priva di macchie, con una frattura scalza che evidenzia una leggera microocchiatura e la presenza di cristalli di tirosina.",Giallo paglierino un po' più carico al centro,Giallo paglierino un po' più carico al centro,2018,C0C,Q_10,1.0
404,FUORI_ATTRIBUTO,È lievemente più carico al centro.,Lievemente più  carica al centro,Lievemente più  carica al centro,2018,C0C,TG_04,1.0
405,FUORI_ATTRIBUTO,C'è una fascia più scura su un piatto.,Fascia più scura su un piatto,Fascia più scura su un piatto,2018,C0C,TG_13,1.0
406,FUORI_ATTRIBUTO,È abbastanza chiara ma leggermente non omogenea sotto i due piatti.,Abbastanza chiara ma leggermente non omogenea sotto i due piatti,Abbastanza chiara ma leggermente non omogenea sotto i due piatti,2018,C0C,TG_19,1.0
407,OK,Il campione è abbastanza omogeneo ma presenta una pasta carica.,Abbastanza  omogeneo  ma carico,Abbastanza  omogeneo  ma carico,2018,C0C,TG_20,1.0
408,ILLEGGIBILE,,Ad aree...,Ad aree...,2018,C0C,TG_24,1.0
409,OK,"Il campione presenta una pasta di colore giallo carico, con un alone centrale più scuro, uniforme e priva di macchie.",Giallo carico alone centrale più scuro,Giallo carico alone centrale più scuro,2018,C0C,TG_26,1.0
410,FUORI_ATTRIBUTO,C'è una fascia più scura tendente al rosato a 5 cm.,Fascia più scura tendente al rosato a 5 cm disputati,Fascia più scura tendente al rosato a 5 cm disputati,2018,C0D,Q_09,1.0
411,FUORI_ATTRIBUTO,C'è una macchia rosa in prossimità di un piatto.,Macchia rosa in prossimità di un piatto,Macchia rosa in prossimità di un piatto,2018,C0D,Q_10,1.0
412,OK,"Il campione presenta una pasta di colore carico al centro, con una fascia sub centrale, disomogeneo e privo di macchie.","Carico al centro, o meglio in una fascia sub centrale. Comunque disomogeneo","Carico al centro, o meglio in una fascia sub centrale. Comunque disomogeneo",2018,C0D,TG_04,1.0
413,OK,"La pasta del campione è omogenea, senza variazioni di colore.",Omogenea,Omogenea,2018,C0D,TG_05,1.0
414,OK,"Il campione presenta una pasta di colore omogeneo e carico, uniforme e priva di macchie.",Omogeneo abb  carico,Omogeneo abb  carico,2018,C0D,TG_12,1.0
415,OK,"Il campione presenta una pasta di colore paglierino, abbastanza carico con zone più scure, uniforme e priva di macchie.",Colore paglierino abbastanza carico con zone più scure,Colore paglierino abbastanza carico con zone più scure,2018,C0D,TG_13,1.0
416,FUORI_ATTRIBUTO,Ci sono zone verdastre sugli angoli e arancioni.,Zone verdastre sugli angoli e arancioni,Zone verdastre sugli angoli e arancioni,2018,C0D,TG_15,1.0
417,FUORI_ATTRIBUTO,È a fasce.,A fasce,A fasce,2018,C0D,TG_19,1.0
418,FUORI_ATTRIBUTO,Ha un bel colore di fondo ma con evidenti aloni più scuri.,Bel colore di fondo ma con evidenti  Alone più scuri,Bel colore di fondo ma con evidenti  Alone più scuri,2018,C0D,TG_20,1.0
419,OK,"Il campione presenta una pasta di colore giallo carico, soprattutto negli angoli e scalzi, uniforme e priva di macchie.",Giallo carico soprattutto negli angoli e scalzi.,Giallo carico soprattutto negli angoli e scalzi.,2018,C0D,TG_24,1.0
420,OK,"Il campione presenta una pasta di colore giallo chiaro, non omogeneo in alcune zone che tendono al grigio, uniforme e priva di macchie.",Giallo chiaro non omogeneo n alcune zone tende al grigio,Giallo chiaro non omogeneo n alcune zone tende al grigio,2018,C0D,TG_26,1.0
421,OK,Il campione ha un colore carico ma uniforme.,Colore carico ma uniforme,Colore carico ma uniformeorme,2018,C0G,Q_09,1.0
422,OK,"Il campione presenta una pasta di colore giallo carico, uniforme e priva di imperfezioni.",Giallo carico,Giallo carico,2018,C0G,Q_10,1.0
423,FUORI_ATTRIBUTO,È appena saturo e ha lievi chiarimenti.,Appena saturo. Appena più  chiarimenti scalzi,Appena saturo. Appena più  chiarimenti scalzi,2018,C0G,TG_04,1.0
424,OK,Il campione presenta una pasta omogenea e carica.,Omogeneo abb  carico,Omogeneo abb  carico,2018,C0G,TG_12,1.0
425,OK,"La pasta è omogenea, con una tonalità uniforme e senza macchie.",Omogeneo,Omogeneo,2018,C0G,TG_13,1.0
426,FUORI_ATTRIBUTO,Zona rosa vicino alla crosta.,Zona rosa vicino a crosta,Zona rosa vicino a crosta,2018,C0G,TG_15,1.0
427,OK,"Il campione presenta una pasta leggermente più carica in una metà, ma mediamente buona.","Leggermente più carico in una metà, ma mediamente buono","Leggermente più carico in una metà, ma mediamente buono",2018,C0G,TG_19,1.0
428,OK,"Il campione presenta una pasta omogenea, ma leggermente più carica.",Omogeneo  ma un po'  carico,Omogeneo  ma un po'  carico,2018,C0G,TG_20,1.0
429,FUORI_ATTRIBUTO,Aree nocciola estese.,Aree nocciola estese..,Aree nocciola estese..,2018,C0G,TG_24,1.0
430,OK,Il campione presenta una pasta di colore giallo tendente al carico.,Giallo tendente al carico,Giallo tendente al carico,2018,C0G,TG_26,1.0
431,OK,"Il campione presenta una pasta di colore tendente al rosato, abbastanza uniforme.",Colore tendente al rosato abbastanza unif,Colore tendente al rosato abbastanza uniforme,2018,C0H,Q_09,1.0
432,OK,"Il campione presenta una pasta di colore giallo paglierino chiaro, omogenea e priva di macchie.",Giallo paglierino chiaro omogeneo,Giallo paglierino chiaro omogeneo,2018,C0H,Q_10,1.0
433,OK,Il campione presenta una pasta leggermente più scura verso il centro.,Più  scura verso il centro anche se di poco,Più  scura verso il centro anche se di poco,2018,C0H,TG_04,1.0
434,OK,Il campione presenta una pasta non del tutto omogenea.,Non del tutto omogeneo,Non del tutto omogeneo,2018,C0H,TG_12,1.0
435,OK,Il campione presenta zone con una tonalità rosata.,Zone con una tonalità rosata,Zone con una tonalità rosata,2018,C0H,TG_13,1.0
436,OK,Il campione presenta una pasta un po' rosata con zone chiare.,"Un po' rosata, zone chiare","Un po' rosata, zone chiare",2018,C0H,TG_15,1.0
437,OK,Il campione presenta una pasta abbastanza chiara di sfondo con alone e zona più decisa.,Abbastanza chiaro di sfondo con alone e zona più decisa,Abbastanza chiaro di sfondo con alone e zona più decisa,2018,C0H,TG_19,1.0
438,OK,"Il campione presenta una pasta un po' eterogenea, più carica al centro con qualche alone che tende al rosa.","Un po'  eterogeneo, più carico  al centro  con qualche alone che tende al rosa","Un po'  eterogeneo, più carico  al centro  con qualche alone che tende al rosa",2018,C0H,TG_20,1.0
439,CONFORME,"Il campione presenta una pasta di colore uniforme, priva di macchie e con una frattura scalza che evidenzia una leggera microocchiatura.",Omogeneo,Omogeneo,2018,C0H,TG_24,0.5
440,OK,"Il campione presenta una pasta di colore giallo chiaro, omogenea e tendente a chiaro.",Giallo chiaro  omogeneo tendente a chiaro,Giallo chiaro  omogeneo tendente a chiaro,2018,C0H,TG_26,1.0
441,FUORI_ATTRIBUTO,Leggero alone.,Leggero alone,Leggero alone,2018,C0Q,Q_09,1.0
442,OK,"Il campione presenta una pasta di colore giallo paglierino chiaro, uniforme e priva di macchie.",Giallo paglierino chiaro omogeneo,Giallo paglierino chiaro omogeneo,2018,C0Q,Q_10,1.0
443,FUORI_ATTRIBUTO,Base paglierina all'esterno e più saturo all'interno.,Base paglierina all'esterno  più  saturo interna!ente,Base paglierina all'esterno  più  saturo interna!ente,2018,C0Q,TG_04,1.0
444,FUORI_ATTRIBUTO,Carico non del tutto uniforme.,Abb  carico non del tutto uniforme,Abb  carico non del tutto uniformeorme,2018,C0Q,TG_12,1.0
445,OK,"La pasta del campione è di un colore chiaro, con una buona uniformità e priva di difetti visibili.",Pasta chiara positiva,Pasta chiara positiva,2018,C0Q,TG_13,1.0
446,FUORI_ATTRIBUTO,Zone grigiastre vicino alla crosta.,Zone grigiastre vicino alla crosta,Zone grigiastre vicino alla crosta,2018,C0Q,TG_15,1.0
447,OK,Il campione presenta una pasta chiara con un lieve alone centrale.,Chiara con alone centrale leggero,Chiara con alone centrale leggero,2018,C0Q,TG_19,1.0
448,OK,"Il campione presenta una pasta chiara, con una leggera carica al centro e uniforme nel resto.","Leggermente  più carico  al centro, per il resto  bello","Leggermente  più carico  al centro, per il resto  bello",2018,C0Q,TG_20,1.0
449,OK,"Il campione presenta un bel colore omogeneo, tendente al chiaro.",Bel colore omogeneo  e tendente al chiaro,Bel colore omogeneo  e tendente al chiaro,2018,C0Q,TG_24,1.0
450,FUORI_ATTRIBUTO,Al centro il colore tende al chiaro.,Poi scusa al centro trend è a chuaro,Poi scusa al centro trend è a chiaro,2018,C0Q,TG_26,1.0
451,FUORI_ATTRIBUTO,"Da chiaro a scuro, disomogeneo.",Da chiaro a scura Disomogeneo,Da chiaro a scura Disomogeneo,2018,C0A,Q_02,1.0
452,OK,"Il campione presenta una pasta più chiara sotto, con un alone centrale.",Più chiaro sotto 1 piatto e alone centrale,Più chiaro sotto 1 piatto e alone centrale,2018,C0A,Q_09,1.0
453,OK,"Il campione presenta 1/4 della superficie di colore molto chiaro, quasi bianco, mentre il resto è più carico.","1/4 della superficie di colore molto chiaro, quasi bianco. Il resto più carico","1/4 della superficie di colore molto chiaro, quasi bianco. Il resto più carico",2018,C0A,TG_04,1.0
454,OK,Il campione presenta una pasta leggermente più scura al centro.,Un po' più scura al centro,Un po' più scura al centro,2018,C0A,TG_13,1.0
455,OK,"Il campione presenta una pasta di colore giallo carico, omogenea.",Giallo carico omogeneo,Giallo carico omogeneo,2018,C0A,TG_14,1.0
456,OK,Il campione presenta una parte leggermente più chiara.,Parte un Po` più chiara,Parte un Po` più chiara,2018,C0A,TG_15,1.0
457,OK,"Il campione presenta una pasta disomogenea, con una macchia rosa in corrispondenza di uno strappo.","Disomogeneo, macchia rosa dove strappo","Disomogeneo, macchia rosa dove strappo",2018,C0A,TG_19,1.0
458,OK,"Il campione presenta una pasta carica, con una zona più chiara verso una faccia.",Carico con zona più chiara  verso una faccia,Carico con zona più chiara  verso una faccia,2018,C0A,TG_20,1.0
459,OK,"Il campione presenta una pasta di colore giallo carico, omogenea.",Giallo carico omogeneo..,Giallo carico omogeneo..,2018,C0A,TG_24,1.0
460,OK,Il campione presenta una pasta molto carica al centro.,Molto carico al centro,Molto carico al centro,2018,C0C,Q_02,1.0
