id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista,peso
479,OK,"Il campione ha note di panna e floreale, ma risulta un po' stucchevole.","panna e floreale, ma un po stucchevole","panna e floreale, ma un po stucchevole",2018,C0A,TG_19,1.0
480,FUORI_ATTRIBUTO,"Poco intenso e complesso, con a tratti note di formaggio nostrano, scarico.","poco intenso e complesso, a tratti note di formaggio nostrano, scarico","poco intenso e complesso, a tratti note di formaggio nostrano, scarico",2018,C0C,TG_20,1.0
481,OK,"Il profumo è delicato con note di frutta tropicale, leggermente fermentata.","delicato frutta tropicale, leggermente fermentata","delicato frutta tropicale, leggermente fermentata",2018,C0C,TG_15,1.0
482,OK,"Il campione è poco intenso, con sentore di cotto.","poco intenso, sentore di cotto","poco intenso, sentore di cotto",2018,C0C,TG_13,1.0
483,OK,"Il profumo presenta grana tipico, tostatura e note anche florali.","grana tipico, tostatura e note anche florali","grana tipico, tostatura e note anche florali",2018,C0C,TG_24,1.0
484,OK,Il campione ha note di burro fuso e tostato.,burro fuso e tostato,burro fuso e tostato,2018,C0C,TG_14,1.0
485,OK,"Lieve nota ossidata di cetriolo/cimice, per il resto piuttosto piatto.","lieve nota ossidata di cetriolo / cimice, per il resto piuttosto piatto","lieve nota ossidata di cetriolo / cimice, per il resto piuttosto piatto",2018,C0E,TG_20,1.0
486,FUORI_ATTRIBUTO,Ananas.,ananas,ananas,2018,C0E,TG_15,1.0
487,FUORI_ATTRIBUTO,Leggero sentore di kefir/yogurt insilato mais.,leg kefir/yogurt ins mais,leg kefir/yogurt insilato mais,2018,C0E,Q_09,1.0
488,OK,Il profumo è burroso ma con tostatura forte.,burroso ma con tostatura forte...,burroso ma con tostatura forte...,2018,C0E,TG_24,1.0
489,OK,"Il campione presenta panna e latte fresco, con sentore di frutta secca.","panna e latte fresco, sentore di frutta secca","panna e latte fresco, sentore di frutta secca",2018,C0E,TG_14,1.0
490,OK,"Il profumo è delicato ma lattico, caratteristico.","delicato ma lattico, caratteristico","delicato ma lattico, caratteristico",2018,C0G,TG_20,1.0
491,FUORI_ATTRIBUTO,"Cipolla, minestrone verdura.","cipolla, minestrone verdura","cipolla, minestrone verdura",2018,C0G,TG_15,1.0
492,FUORI_ATTRIBUTO,Leggero sentore di fieno.,leg fieno,leg fieno,2018,C0G,Q_09,1.0
493,OK,Il campione presenta note di panna.,panna,panna,2018,C0G,TG_13,1.0
494,OK,Il profumo è intenso e burroso con leggera tostatura.,intenso e burroso con leggera tostatura,intenso e burroso con leggera tostatura,2018,C0G,TG_24,1.0
495,OK,Il campione ha note di burro.,burro,burro,2018,C0G,TG_05,1.0
496,FUORI_ATTRIBUTO,Il commento si riferisce a latte privo di particolari note.,latte privo di particolari note,latte privo di particolari note,2018,C0G,TG_14,1.0
497,FUORI_ATTRIBUTO,"Il commento menziona note lattiche bruciate, con presenza di note caratteristiche.","note lattiche bruciate, comunque non mancano le note caratteristiche","note lattiche bruciate, comunque non mancano le note caratteristiche",2018,C0N,TG_20,1.0
498,OK,Il campione presenta note di fermentato.,note di fermentato,note di fermentato,2018,C0N,TG_15,1.0
499,FUORI_ATTRIBUTO,Il commento si riferisce a yogurt.,yogurt,yogurt,2018,C0N,Q_09,1.0
500,OK,Il campione ha un sentore di fermentato.,sentore di fermentato,sentore di fermentato,2018,C0N,TG_13,1.0
501,OK,"Il campione presenta note di grana, latte e floreale.","grana, latte e florale..","grana, latte e florale..",2018,C0N,TG_24,1.0
502,FUORI_ATTRIBUTO,Rompendo un paio di pezzi si percepisce un odore più dolciastro e di cavolfiore cotto.,Rompendo un paio di pezzi odore piu dolciastro e da cavolfiore cotto,Rompendo un paio di pezzi odore piu dolciastro e da cavolfiore cotto,2018,C0N,TG_19,1.0
503,FUORI_ATTRIBUTO,"Il commento indica uno sbilanciamento sul vegetale e sul brodo di verdura, con nota lattica presente ma poco intensa.","sbilanciato sul vegetale e sul brodo di verdura, nota lattica presente ma comunque poco intensa","sbilanciato sul vegetaleetale e sul brodo di verdura, nota lattica presente ma comunque poco intensa",2018,C0R,TG_20,1.0
504,FUORI_ATTRIBUTO,Il commento si riferisce a yogurt e frutta tropicale.,"yogurt,frutta tropicale","yogurt,frutta tropicale",2018,C0R,TG_15,1.0
505,FUORI_ATTRIBUTO,Il commento menziona leg cotto.,leg cotto,leg cotto,2018,C0R,Q_09,1.0
506,FUORI_ATTRIBUTO,Il commento si riferisce a un sentore di cotto.,sentore di cotto,sentore di cotto,2018,C0R,TG_13,1.0
507,OK,Il campione presenta un bel naso da grana con leggera tostatura.,bel naso da grana con leggera tostatura...,bel naso da grana con leggera tostatura...,2018,C0R,TG_24,1.0
508,OK,Il campione ha note di burro fuso e bruciato.,"burro fuso e bruciato,","burro fuso e bruciato,",2018,C0R,TG_14,1.0
509,OK,Il campione presenta note di panna scaldata.,panna scaldata,panna scaldata,2018,C0R,TG_19,1.0
510,OK,"Il campione ha note lattiche intense, con lievi sentori fermentati e animali.","lattico, intenso, lievi sentori fermentati e animali","lattico, intenso, lievi sentori fermentati e animali",2018,C0A,TG_20,1.0
511,OK,Il campione presenta note di caramella mou e latte cotto.,"CARAMELLA MOU, LATTE COTTO","CARAMELLA MOU, LATTE COTTO",2018,C0A,TG_15,1.0
512,OK,"Il campione è molto leggero, quasi impercettibile.","molto leggero, quasi impercettibile","molto leggero, quasi impercettibile",2018,C0A,TG_13,1.0
513,FUORI_ATTRIBUTO,Il commento si riferisce a un leggero sentore di pane e lievito.,leggero di pane lievito,leggero di pane lievito,2018,C0A,Q_09,1.0
514,FUORI_ATTRIBUTO,"Il commento indica un profilo leggero, non molto caratterizzato e anonimo.",leggero. non molto caratterizzato. Anonimo,leggero. non molto caratterizzato. Anonimo,2018,C0A,TG_04,1.0
515,OK,"Il campione mostra una buona complessità aromatica, con note dolciastre e mature che arricchiscono il profumo.","mediamente buono, ma con punte dolciastre e mature","mediamente buono, ma con punte dolciastre e mature",2018,C0A,TG_19,1.0
516,OK,Intenso da grana.,intenso da grana...,intenso da grana...,2018,C0A,TG_24,1.0
517,FUORI_ATTRIBUTO,"Su un pezzo nota animale di cuoio, cavallo; sui restanti pezzi odore un po' scarico e poco complesso.","su un pezzo nota animale di cuoio, cavallo, sui restanti pezzi odore un po scarico e poco complesso","su un pezzo nota animale di cuoio, cavallo, sui restanti pezzi odore un po scarico e poco complesso",2018,C0C,TG_20,1.0
518,FUORI_ATTRIBUTO,Latte cotto.,LATTE COTTO,LATTE COTTO,2018,C0C,TG_15,1.0
519,FUORI_ATTRIBUTO,Cotto e leggero da letame.,cotto e leggero da letame,cotto e leggero da letame,2018,C0C,Q_09,1.0
520,OK,Grana con leggera tostatura e poche note florali.,grana con leggera tostatura e poche note florali,grana con leggera tostatura e poche note florali,2018,C0C,TG_24,1.0
521,OK,"Prevalenti note di cotto, latte cotto, panna cotta, burro cotto, quasi caramello.","prevalenti note di cotto, latte cotto, panna cotta, burro cotto, quasi caramello","prevalenti note di cotto, latte cotto, panna cotta, burro cotto, quasi caramello",2018,C0D,TG_20,1.0
522,FUORI_ATTRIBUTO,"Cavolfiore, minestrone, verdura.","CAVOLFIORE , MINESTRONE VERDURA","CAVOLFIORE , MINESTRONE VERDURA",2018,C0D,TG_15,1.0
523,OK,Sentore di crosta e di latte cotto.,sentore di crosta e di latte cotto,sentore di crosta e di latte cotto,2018,C0D,TG_13,1.0
524,OK,Il profumo risulta chiuso.,chiuso,chiuso,2018,C0D,TG_26,1.0
525,OK,"Latte, panna, burro fresco crudo. Nocciola leggera.","latte, panna, burro fresco crudo. Nocciola leggero","latte, panna, burro fresco crudo. Nocciola leggero",2018,C0D,TG_04,1.0
526,OK,"Intenso con note leggermente tostate, burro e formaggio fuso.","intenso con note leggermente tostate, burro e form.fuso","intenso con note leggermente tostate, burro e formaggiofuso",2018,C0D,TG_24,1.0
527,OK,"Poco intenso, note lattiche scariche, burro cotto, brodo.","poco intenso, note lattiche scariche, burro cotto, brodo","poco intenso, note lattiche scariche, burro cotto, brodo",2018,C0G,TG_20,1.0
528,FUORI_ATTRIBUTO,"Vegetale, burro fresco.","VEGETALE , BURRO FRESCO","vegetaleETALE , BURRO FRESCO",2018,C0G,TG_15,1.0
529,OK,"Burro sciolto e cotto, latte cotto, tostatura.","Burro sciolto e cotto, latte cotto. tostatura.","Burro sciolto e cotto, latte cotto. tostatura.",2018,C0G,TG_04,1.0
530,FUORI_ATTRIBUTO,Qualche nota di verdura lessa.,qualche nota di verdura lessa,qualche nota di verdura lessa,2018,C0G,TG_19,1.0
531,OK,Grana tipico medio intenso.,grana tipico medio intenso..,grana tipico medio intenso..,2018,C0G,TG_24,1.0
532,OK,"Intenso e complesso, note di crosta di formaggio e frutta fermentata, non particolarmente equilibrato.","intenso e complesso, note di crosta di formaggio e frutta fermentata, non particolarmente equilibrato","intenso e complesso, note di crosta di formaggio e frutta fermentata, non particolarmente equilibrato",2018,C0H,TG_20,1.0
533,FUORI_ATTRIBUTO,"Latte acido, pungente, fermentato.","LATTE ACIDO, PUNGENTE, FERMENTATO","LATTE ACIDO, PUNGENTE, FERMENTATO",2018,C0H,TG_15,1.0
534,OK,"Il campione presenta un profumo positivo, privo di difetti, ma con un'intensità leggermente bassa.",positivo no difetti poco intenso,positivo no difetti poco intenso,2018,C0H,TG_26,1.0
535,OK,Fieno.,fieno,fieno,2018,C0H,Q_09,1.0
536,FUORI_ATTRIBUTO,"Il commento si riferisce a note olfattive di insilato di mais, non pertinenti al profumo del Grana Trentino.",insilato di mais dominante,insilatoilato di mais dominante,2018,C0H,TG_04,1.0
537,FUORI_ATTRIBUTO,"Il commento descrive note di acetone, fiore e solvente, che non sono caratteristiche del profumo del Grana Trentino.","strano.. acetone, fiore e solvente","strano.. acetone, fiore e solvente",2018,C0H,TG_24,1.0
538,FUORI_ATTRIBUTO,"Il commento si riferisce a un odore salato, non pertinente al profumo del Grana Trentino.",odore salato,odore salato,2018,C0H,TG_11,1.0
539,FUORI_ATTRIBUTO,"Il commento menziona una nota ossidata e fermentata, con una complessità ridotta, non attinente al profumo del Grana Trentino.","nota ossidata / fermentata, poco complesso","nota ossidata / fermentata, poco complesso",2018,C0Q,TG_20,1.0
540,OK,Il profumo presenta note gradevoli di latte cotto e una leggera crosta.,gradevole di latte cotto e leggera crosta,gradevole di latte cotto e leggera crosta,2018,C0Q,TG_15,1.0
541,OK,Il profumo è chiuso e poco intenso.,chiuso poco intenso,chiuso poco intenso,2018,C0Q,TG_26,1.0
542,FUORI_ATTRIBUTO,"Il commento descrive note vegetali e floreali, non specifiche del profumo del Grana Trentino.","su note mature mi parve sentire note vegetali, anche floreali all-inizio","su note mature mi parve sentire note vegetaleetali, anche floreali all-inizio",2018,C0Q,TG_04,1.0
543,OK,"Alcuni pezzi presentano note tostate molto decise, quasi eccessive, con una leggera speziatura.","alcuni pezzi con tostati molto decisi quasi troppo, speziati,","alcuni pezzi con tostati molto decisi quasi troppo, speziati,",2018,C0Q,TG_19,1.0
544,OK,Il profumo è intenso ma presenta note di chimico bruciato e crosta.,intenso ma con note da formaggio fritto&crosta,intenso ma con note da chimico bruciato&crosta,2018,C0Q,TG_24,1.0
545,OK,"Il profumo è poco intenso ma equilibrato, con predominanza di burro fuso.","poco intenso ma equilibrato, burro fuso dominante","poco intenso ma equilibrato, burro fuso dominante",2018,C0A,TG_20,1.0
546,OK,Il profumo presenta note di frutta tropicale.,frutta tropicale,frutta tropicale,2018,C0A,TG_15,1.0
547,OK,"Il profumo è molto intenso, con note di grana, leggera tostatura e sentori floreali.",molto intenso da grana con leggera tostatura e florale,molto intenso da grana con leggera tostatura e florale,2018,C0A,TG_24,1.0
548,FUORI_ATTRIBUTO,"Il commento indica un profumo non caratteristico, principalmente animale, non pertinente al Grana Trentino.",non caratteristico principalmente animale,non caratteristico principalmente animale,2018,C0A,Q_02,1.0
549,OK,Il profumo presenta note mature e qualche lieve nota fresca.,"oltre altostato e al maturo, presente qualche lieve nota fresca","oltre altostato e al maturo, presente qualche lieve nota fresca",2018,C0A,TG_04,1.0
550,OK,"Il profumo è caratterizzato da panna, burro, brodo e una leggera nota animale.","panna e burro, brodo, leggera notaa animale","panna e burro, brodo, leggera notaa animale",2018,C0A,TG_14,1.0
551,OK,"Il profumo è poco intenso, con una nota fruttata oltre a quelle caratteristiche.","non molto intenso, nota fruttata oltre a quelle caratteristiche","non molto intenso, nota fruttata oltre a quelle caratteristiche",2018,C0C,TG_20,1.0
552,OK,Un paio di pezzi presentano un profumo di verdura lessa.,un paio di pezzi profumo verdura lessa,un paio di pezzi profumo verdura lessa,2018,C0C,TG_19,1.0
553,OK,Il profumo è caratterizzato da burro fuso.,burro fuso,burro fuso,2018,C0C,TG_13,1.0
554,OK,Il profumo presenta note di ananas leggero.,ananas leggero,ananas leggero,2018,C0C,TG_15,1.0
555,ILLEGGIBILE,,meido alta con un poco di tostatura per;,meido alta con un poco di tostatura per;,2018,C0C,TG_24,1.0
556,FUORI_ATTRIBUTO,"Il commento esprime una valutazione negativa, indicando pochi pregi e una lieve insufficienza.","pochi pregi, lieve","pochi pregi, lieve",2018,C0C,TG_04,1.0
557,FUORI_ATTRIBUTO,"Il campione presenta note di rancido, indicando un difetto olfattivo.",note di rancido,note di rancido,2018,C0C,TG_14,1.0
558,OK,"Il campione è abbastanza equilibrato, con note caratteristiche presenti.","abbastanza equilibrato, note caratteristiche presenti","abbastanza equilibrato, note caratteristiche presenti",2018,C0M,TG_20,1.0
559,OK,"Il profumo è floreale e fruttato, fresco e con note pannose.","floreale e fruttato, fresco, pannoso","floreale e fruttato, fresco, pannoso",2018,C0M,TG_19,1.0
560,OK,Si percepisce un leggero sentore di fermentato.,leggero sentore di fermentato,leggero sentore di fermentato,2018,C0M,TG_13,1.0
561,OK,Il campione presenta note fruttate.,fruttato,fruttato,2018,C0M,TG_15,1.0
562,FUORI_ATTRIBUTO,"Il commento evidenzia tostatura e note polverose, non specifiche per il profumo.",tostatura e note polverose,tostatura e note polverose,2018,C0M,TG_24,1.0
563,FUORI_ATTRIBUTO,"Il campione è debole e scarno, senza difetti ma con pochi pregi, con note tostate e cotte.","debole, scarno. Nessun difetto ma pochi pregi. Tostato, cotto","debole, scarno. Nessun difetto ma pochi pregi. Tostato, cotto",2018,C0M,TG_04,1.0
564,FUORI_ATTRIBUTO,"Il commento fa riferimento a salamoia di crauti, un attributo diverso.",salamoia crauti,salamoia crauti,2018,C0M,TG_14,1.0
565,OK,"Il campione è mediamente intenso, con note di frutta fermentata su alcuni pezzi.","mediamente intenso, su qualche pezzo note di frutta fermentata","mediamente intenso, su qualche pezzo note di frutta fermentata",2018,C0N,TG_20,1.0
566,OK,Il profumo presenta note di panna.,panna,panna,2018,C0N,Q_09,1.0
567,FUORI_ATTRIBUTO,"Il commento menziona frutta e verdura lessa, non specifico per il profumo.","frutta , verdura lessa","frutta , verdura lessa",2018,C0N,TG_15,1.0
568,OK,"Il campione presenta note di latte, floreale e grana.","latte, florale e grana..","latte, florale e grana..",2018,C0N,TG_24,1.0
569,FUORI_ATTRIBUTO,Una porzione penalizza per un sentore di fermentato.,una porzione penalizza perche di fermentato,una porzione penalizza perche di fermentato,2018,C0N,Q_02,1.0
570,OK,"Il campione è mediamente intenso, con note lattiche, floreali e ossidate, e note vegetali di paglia.","mediamente intenso, note lattiche presenti ma con profumi che riconducono al floreale e all-ossidato, note vegetali di paglia","mediamente intenso, note lattiche presenti ma con profumi che riconducono al floreale e all-ossidato, note vegetaleetali di paglia",2018,C0O,TG_20,1.0
571,OK,Si percepisce un leggero sentore poco percettibile.,leggero poco percettibile,leggero poco percettibile,2018,C0O,TG_13,1.0
572,OK,Il campione presenta note di frutta fermentata.,frutta fermentata,frutta fermentata,2018,C0O,TG_15,1.0
573,OK,Si notano note leggermente tostate che prevalgono.,note leggermente tostate che prevalgono,note leggermente tostate che prevalgono,2018,C0O,TG_24,1.0
574,OK,"Il campione è leggero, con sentori maturi e cotti, ma poco fresco.","leggero. sentori maturi, cotti tostarti. poco fresco","leggero. sentori maturi, cotti tostarti. poco fresco",2018,C0O,TG_04,1.0
575,OK,"Si percepisce un leggero sentore di cotto, con odore dominante di latte fresco.","leggero sentore di cotto, odore dominante di latte fresco","leggero sentore di cotto, odore dominante di latte fresco",2018,C0O,TG_14,1.0
576,FUORI_ATTRIBUTO,"Il commento descrive un profumo poco pulito, con note pungenti e sentori di pozzo e acqua stagnante.","poco pulito, note pungenti al naso, sentori di pozzo e acqua stagnante,","poco pulito, note pungenti al naso, sentori di pozzo e acqua stagnante,",2018,C0Q,TG_20,1.0
577,OK,Il profumo è impercettibile.,impercettibile,impercettibile,2018,C0Q,TG_13,1.0
578,FUORI_ATTRIBUTO,Il commento esprime una nota di latte acidino.,latte acidino,latte acidino,2018,C0Q,TG_15,1.0
579,OK,"Il profumo è intenso, con note di grana e formaggio fuso.",intenso grana e formaggio fuso,intenso grana e formaggio fuso,2018,C0Q,TG_24,1.0
580,FUORI_ATTRIBUTO,Il commento esprime un profumo fermentato con sentori animali.,fermentato animale,fermentato animale,2018,C0Q,Q_02,1.0
581,FUORI_ATTRIBUTO,"Il profumo inizialmente presenta odori sgradevoli di stalla e fecale, ma poi si dissolve, risultando comunque povero e maturo.","al primo olfatto odore sgradevole, stalla, fecale. poi dissolve. Resta comunque povero e maturo","al primo olfatto odore sgradevole, stalla, fecale. poi dissolve. Resta comunque povero e maturo",2018,C0Q,TG_04,1.0
582,OK,"Il profumo presenta note di burro fuso, brodo e leggeri sentori di emmental.","burro fuso, brodo, emmental leggeri","burro fuso, brodo, emmental leggeri",2018,C0Q,TG_14,1.0
583,OK,"Il profumo è lattico di burro fuso, con note lievemente pungenti e quasi fermentate, con un evidente sentore di brodo.","lattico di burro fuso ma con note lievemente pungenti, quasi fermentate, brodo evidente","lattico di burro fuso ma con note lievemente pungenti, quasi fermentate, brodo evidente",2018,C0A,TG_20,1.0
584,OK,"Il profumo è caratterizzato da burro, note floreali e burro fuso, con una leggera presenza di latte.","burro, floreale,burro fuso poco,latte","burro, floreale,burro fuso poco,latte",2018,C0A,TG_08,1.0
585,OK,Il profumo presenta note di panna.,PANNA,PANNA,2018,C0A,Q_09,1.0
586,RIFERIMENTO,,forse uno dei pi\ interessanti della batteria...,forse uno dei pi\ interessanti della batteria...,2018,C0A,TG_24,1.0
587,OK,Il profumo è leggero.,leggero,leggero,2018,C0A,TG_04,1.0
588,FUORI_ATTRIBUTO,Il commento esprime la presenza di latte fermentato leggero in alcuni pezzi alla rottura.,un po di latte fermentato leggero in alcuni pezzi alla rottura,un po di latte fermentato leggero in alcuni pezzi alla rottura,2018,C0A,TG_19,1.0
589,OK,"Il profumo è intenso, con note di lattico cotto e vegetale, con una leggera nota briciata.","intenso, lattico cotto e vegetale secco, forse lieve nota briciata","intenso, lattico cotto e vegetaleetale secco, forse lieve nota briciata",2018,C0E,TG_20,1.0
590,OK,Il profumo presenta note di panna.,panna,panna,2018,C0E,TG_11,1.0
591,OK,"Il profumo è caratterizzato da latte e burro, con note di burro fuso.","latte, burro, burro fuso","latte, burro, burro fuso",2018,C0E,TG_08,1.0
592,FUORI_ATTRIBUTO,Il commento esprime una leggera nota di teli sporchi.,leggere di teli sporchi,leggere di teli sporchi,2018,C0E,Q_09,1.0
593,FUORI_ATTRIBUTO,Il profumo presenta note di noce moscata e frutta secca.,"noce moscata, frutta secca","noce moscata, frutta secca",2018,C0E,TG_12,1.0
594,OK,"Il profumo è intenso, con note di tostatura e lievemente insilato.",intenso ma con note da tostatura e leggerm. insilati,intenso ma con note da tostatura e leggerm. insilatoilati,2018,C0E,TG_24,1.0
595,OK,"Il profumo presenta note di brodo vegetale, su sentori cotti.","trovo del brodo vegetale, su note cotte","trovo del brodo vegetaleetale, su note cotte",2018,C0E,TG_04,1.0
596,FUORI_ATTRIBUTO,"Il commento evidenzia un odore negativo, che non è conforme alle caratteristiche del Grana Trentino.",2 porzioni su 4 con leggero odore negativo,2 porzioni su 4 con leggero odore negativo,2018,C0E,Q_02,1.0
597,OK,Il campione presenta un profumo molto pannoso.,molto pannoso,molto pannoso,2018,C0E,TG_19,1.0
598,FUORI_ATTRIBUTO,Il commento indica un difetto con note di paglia o lettiera.,"difettoso, nota di paglia / lettiera","difettoso, nota di paglia / lettiera",2018,C0F,TG_20,1.0
599,OK,Il profumo del campione ricorda burro fuso.,"burro fuso, burro,","burro fuso, burro,",2018,C0F,TG_08,1.0
600,FUORI_ATTRIBUTO,"Il commento menziona note vegetali e balsamiche, con riferimento all'eucalipto.",vegetale balsamico eucalipto?,vegetaleetale balsamico eucalipto?,2018,C0F,Q_09,1.0
601,OK,Il campione presenta un profumo di crosta con una leggera speziatura.,"crosta, legg speziato","crosta, legg speziato",2018,C0F,TG_12,1.0
602,OK,"Il profumo del campione è caratterizzato da note di grana, nocciola e fieno.","grana, nocciola, fieno","grana, nocciola, fieno",2018,C0F,TG_24,1.0
603,OK,"Il campione ha un profumo di lattico cotto, tostato e verdure lesse.",lattico cotto tostato e verdure lesse,lattico cotto tostato e verdure lesse,2018,C0F,TG_35,1.0
604,FUORI_ATTRIBUTO,"Il commento descrive una forte nota floreale e fruttata, considerata anomala ma gradevole.","Su un plateau di sensazioni mature spicca una forte nota floreale, addirittura fruttata. anomalo, gradevole","Su un plateau di sensazioni mature spicca una forte nota floreale, addirittura fruttata. anomalo, gradevole",2018,C0F,TG_04,1.0
605,FUORI_ATTRIBUTO,"Il commento esprime un odore putrido, considerato terribile.","Putrido, trremendo","Putrido, trremendo",2018,C0F,TG_19,1.0
606,FUORI_ATTRIBUTO,Il commento evidenzia un odore animale.,odore animale,odore animale,2018,C0F,TG_14,1.0
607,OK,"La nota lattica è meno evidente rispetto a quella di brodo, che risulta predominante.","nota lattica meno evidente rispetto a quella di brodo, che un po domina","nota lattica meno evidente rispetto a quella di brodo, che un po domina",2018,C0H,TG_20,1.0
608,OK,Il profumo presenta un intenso aroma di burro e burro fuso.,burro e burro fuso intenso,burro e burro fuso intenso,2018,C0H,TG_08,1.0
609,FUORI_ATTRIBUTO,Il commento menziona note vegetali e fieno.,leg vegetale fieno,leg vegetaleetale fieno,2018,C0H,Q_09,1.0
610,OK,Il campione ha un profumo piuttosto intenso con una tostatura prevalente.,piuttosto intenso con tostaura anche prevalente,piuttosto intenso con tostaura anche prevalente,2018,C0H,TG_24,1.0
611,OK,Il profumo è caratterizzato da note di verdura lessa.,verdura lessa,verdura lessa,2018,C0H,TG_35,1.0
612,OK,"Il campione ha una buona intensità olfattiva, con sentori maturi di brodo, crosta e burro cotto.","Buona intensita. Sentori maturi. brodo, crosta, burro cotto","Buona intensita. Sentori maturi. brodo, crosta, burro cotto",2018,C0H,TG_04,1.0
613,OK,Il profumo è caratterizzato da una prevalenza di panna.,panna prevalente,panna prevalente,2018,C0H,TG_19,1.0
614,OK,Il campione presenta note di brodo e burro.,"brodo, burro","brodo, burro",2018,C0H,TG_14,1.0
615,FUORI_ATTRIBUTO,Il commento descrive una nota animale quasi sporca e note aromatiche tipiche di formaggi svizzeri come lo sbrinz.,nota animale quasi sporca e note aromatiche tipiche dei formaggi svizzeri tipo sbrinz,nota animale quasi sporca e note aromatiche tipiche dei formaggi svizzeri tipo sbrinz,2018,C0M,TG_20,1.0
616,FUORI_ATTRIBUTO,Il commento descrive note di latte e burro fuso.,"latte, burro fuso, burro","latte, burro fuso, burro",2018,C0M,TG_08,1.0
617,OK,"Il profumo del campione presenta note intense di grana, con tostatura e note florali, accompagnate da un accenno di miele.","grana intenso con tostatura e note florali, miele","grana intenso con tostatura e note florali, miele",2018,C0M,TG_24,1.0
618,OK,"Il profumo è caratterizzato da note di lattico cotto, burro e un leggero accenno di tostatura.","lattico cotto, burro ve leggero tostato","lattico cotto, burro ve leggero tostato",2018,C0M,TG_35,1.0
619,OK,"Il profumo è leggero, con note di pane, latte fresco e burro, anche se risulta poco intenso.","leggero. pane, latte anche fresco, burro. peccato che poco intenso","leggero. pane, latte anche fresco, burro. peccato che poco intenso",2018,C0M,TG_04,1.0
620,OK,"All'apertura del barattolino si percepiscono note fruttate e vanigliate, molto particolari, mentre alla rottura dei pezzi emergono note di panna e lattici freschi, con un campione non così buono.","all apertura del barattolino profumo fruttato e vanigliato, molto particolare, poi alla rottura dei pezzi piu panna e lattici freschi, uno non cosi buono","all apertura del barattolino profumo fruttato e vanigliato, molto particolare, poi alla rottura dei pezzi piu panna e lattici freschi, uno non cosi buono",2018,C0M,TG_19,1.0
621,OK,Il profumo presenta note fruttate.,fruttato,fruttato,2018,C0M,TG_14,1.0
622,OK,"Il profumo è poco intenso e complesso, con note di burro fuso e una lieve nota di stantio.","poco intenso e complesso, burro fuso, lieve nota di stantio","poco intenso e complesso, burro fuso, lieve nota di stantio",2018,C0Q,TG_20,1.0
623,FUORI_ATTRIBUTO,Il commento fa riferimento a note di latte acido.,leg latte acido,leg latte acido,2018,C0Q,Q_09,1.0
624,OK,"Il profumo è fruttato, con note di mela e crosta.","fruttato *mela(, crosta","fruttato *mela(, crosta",2018,C0Q,TG_12,1.0
625,OK,La tostatura è troppo prevalente nel profumo.,tostatura tyroppo prevalente,tostatura tyroppo prevalente,2018,C0Q,TG_24,1.0
626,OK,"Il profumo è leggero e poco intenso, con note di crosta e cotto.","leggero d-intensita. Crosta, cotto","leggero d-intensita. Crosta, cotto",2018,C0Q,TG_04,1.0
627,FUORI_ATTRIBUTO,Il commento menziona la presenza di leggeri difetti percepibili.,leggeri difetti percepibili,leggeri difetti percepibili,2018,C0Q,Q_02,1.0
628,OK,"Alla rottura si percepisce un profumo pungente in un pezzo, dolciastro in altri, con leggeri accenni di cipolla cotta e panna un po' passata.","alla rottura pungente in un pezzo, dolciastro in altri, leggeri cipolla cotta e panna un po passata","alla rottura pungente in un pezzo, dolciastro in altri, leggeri cipolla cotta e panna un po passata",2018,C0Q,TG_19,1.0
629,OK,Il profumo presenta note di crosta e cotto.,"crosta, cotto","crosta, cotto",2018,C0Q,TG_14,1.0
630,OK,Il profumo presenta note bruciate.,bruciato,bruciato,2018,C0B,TG_14,1.0
631,OK,"Il profumo è caratterizzato da note di burro fuso, burro e note floreali.","burro fuso, burro, florale","burro fuso, burro, florale",2018,C0B,TG_08,1.0
632,OK,"La tostatura è evidente, ma il profumo risulta in genere equilibrato.","tostaura evidente, ma in genere equilibrato","tostaura evidente, ma in genere equilibrato",2018,C0B,TG_24,1.0
633,OK,Il profumo presenta note di crosta e fruttato di mela.,"crosta, fruttato mela","crosta, fruttato mela",2018,C0B,TG_12,1.0
634,OK,"Il profumo è di formaggio maturo, tendente alla sovramaturazione.",formaggio maturo tendente alla sovramaturazione,formaggio maturo tendente alla sovramaturazione,2018,C0B,Q_02,1.0
635,ILLEGGIBILE,,insilato negativo,insilatoilato negativo,2018,C0B,TG_26,1.0
636,FUORI_ATTRIBUTO,"Il commento descrive note di secco, legno e fieno.","crosta. secco, legno, fieno","crosta. secco, legno, fieno",2018,C0B,TG_04,1.0
637,FUORI_ATTRIBUTO,Il commento si riferisce a latte acido.,latte acido,latte acido,2018,C0B,TG_15,1.0
638,OK,Il campione presenta note di caramello leggero.,leggero caramello,leggero caramello,2018,C0D,TG_14,1.0
639,OK,Il profumo del campione è caratterizzato da note di fieno e burro fuso.,"fieno, burro fuso","fieno, burro fuso",2018,C0D,TG_08,1.0
640,OK,"Il campione ha un profumo molto intenso, con note di burro e grana.","molto intenso, burro e grana .......","molto intenso, burro e grana .......",2018,C0D,TG_24,1.0
641,FUORI_ATTRIBUTO,"Il campione non presenta difetti, ma non è tipico.",no difetti ma non tipico,no difetti ma non tipico,2018,C0D,TG_26,1.0
