id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
464,OK,Il sapore è salato e presenta una piccantezza che si avverte alla fine.,salato e piccante alla fine,salato e piccantecante alla fine,2018,C0A,TG_19
465,OK,Il formaggio si distingue per un sapore molto sapido e una nota umami marcata.,molto sapido e umami....,molto sapido e umami....,2018,C0A,TG_24
466,OK,"Il Grana Trentino DOP offre un sapore salato, che si integra armoniosamente con le sue caratteristiche aromatiche.",salato,salato,2018,C0A,TG_12
467,OK,Equilibrato.,equilibrato,equilibratorato,2018,C0C,TG_20
468,OK,Generalmente equilibrato.,GENERALMENTE  EQUILIBRATO,GENERALMENTE  equilibratoRATO,2018,C0C,TG_15
469,OK,Abbastanza neutro e piatto.,"abbastanza neutro, piatto","abbastanza neutro, piatto",2018,C0C,Q_10
470,OK,Il sapore è leggermente salato e presenta una nota amarognola.,leggermente salato e amaro,leggermente salato e amaro,2018,C0C,Q_09
471,OK,Acido.,acido,acido,2018,C0C,TG_05
472,OK,"La piccantezza è presente, ma risulta tollerabile.","Piccante, ma tollerabile","piccantecante, ma tollerabile",2018,C0C,TG_04
473,OK,"Il formaggio è forse troppo sapido, ma presenta anche note dolci.",forse troppo sapido....ma anche note dolci,forse troppo sapido....ma anche note dolci,2018,C0C,TG_24
474,OK,"Il sapore è dolce e sapido, con una piccantezza contenuta e una leggera nota umami.","dolce sapido poco piccante, umami contenuto","dolce sapido poco piccantecante, umami contenuto",2018,C0D,TG_20
475,OK,"Il sapore è dominato dal sale, che sovrasta gli altri gusti.",SALE SOVRASTA IL RESTO DEI SAPORI,SALE SOVRASTA IL RESTO DEI SAPORI,2018,C0D,TG_15
476,OK,Punta di acido.,punta di acido,punta di acido,2018,C0D,TG_13
477,OK,Il sapore tende al salato.,tendente al salato,tendente al salato,2018,C0D,Q_10
478,OK,Abbastanza equilibrato.,abb equilib,abb equilibrato,2018,C0D,TG_26
479,OK,"Il sapore del Grana Trentino DOP è decisamente salato, conferendo una nota distintiva al formaggio.",salato,salato,2018,C0D,Q_09
480,OK,"Non c'è prevalenza di sapori; non è proprio dolce, ma si presenta equilibrato, non piccante e non salato.","Nessuna prevalenza, non proprio dolce ma equilibrato. non piccante, non salato","Nessuna prevalenza, non proprio dolce ma equilibratorato. non piccantecante, non salato",2018,C0D,TG_04
481,OK,"Il sapore del Grana Trentino DOP si presenta leggermente amaro fin da subito, con una sapidità marcata.",leggermente amaro fin da subito e salato,leggermente amaro fin da subito e salato,2018,C0D,TG_19
482,OK,"Il Grana Trentino DOP si presenta con un sapore abbastanza equilibrato, con una leggera predominanza di salato.",abbastanza equilibrato...,abbastanza equilibratorato...,2018,C0D,TG_24
483,OK,"Il formaggio mostra un sapore salato, che arricchisce la sua complessità e piacevolezza al palato.",salato,salato,2018,C0D,TG_12
484,OK,"Il sapore del Grana Trentino DOP è dolce e sapido, con lieve piccantezza e un tocco di umami, equilibrato.","dolce sapido con lieve piccantezza, umami equilibrato","dolce sapido con lieve piccantecantezza, umami equilibratorato",2018,C0G,TG_20
485,OK,"Il sapore del Grana Trentino DOP è caratterizzato da una prevalenza di salato, con una leggera punta di piccantezza.","PREVALE UN PO- IL SALATO, LEGGERA PUNTA DI PICCANTE","PREVALE UN PO- IL SALATO, LEGGERA PUNTA DI piccanteCANTE",2018,C0G,TG_15
486,OK,"Il sapore del Grana Trentino DOP è dolce, giustamente salato, con una punta di amaro.","dolce, giustamente salato, punta di amaro","dolce, giustamente salato, punta di amaro",2018,C0G,TG_13
487,OK,Sbilanciato sul salato.,sbilanciato salato,sbilanciato salato,2018,C0G,TG_26
488,OK,Acido e salato.,acido;salato,acido;salato,2018,C0G,TG_05
489,OK,"Il sapore del Grana Trentino DOP è anche dolce, ma risulta pungente sulla lingua per via della piccantezza, con una sensibile amarezza che non è eccessiva.","Anche dolce, ma pungente sulla lingua per via del piccante. Amaro sensibile ma non eccessivo","Anche dolce, ma pungente sulla lingua per via del piccantecante. Amaro sensibile ma non eccessivo",2018,C0G,TG_04
490,OK,Il sapore del Grana Trentino DOP presenta un finale umami e una leggera piccantezza.,umami finale e un po piccante,umami finale e un po piccantecante,2018,C0G,TG_19
491,OK,"Il sapore del Grana Trentino DOP è equilibrato, con una leggera amarezza nel finale.","equilibrato, leggermente amaro il finale","equilibratorato, leggermente amaro il finale",2018,C0G,TG_24
492,OK,Leggermente acido.,legg acido,legg acido,2018,C0G,TG_12
493,OK,"Il sapore del Grana Trentino DOP è sapido e umami, ma manca un po' di dolcezza.","sapido/umami, manca un po di dolcezza","sapido/umami, manca un po di dolcezza",2018,C0H,TG_20
494,OK,Il sapore del Grana Trentino DOP è molto piccante e dolciastro.,MOLTO PICCANTE E DOLCIASTRO,MOLTO piccanteCANTE E DOLCIASTRO,2018,C0H,TG_15
495,OK,Il sapore del Grana Trentino DOP presenta una punta di piccantezza.,punta di piccante,punta di piccantecante,2018,C0H,TG_13
496,OK,Il sapore del Grana Trentino DOP è piccante.,piccante,piccantecante,2018,C0H,Q_10
497,OK,Il sapore del Grana Trentino DOP è piccante e salato.,piccante salato,piccantecante salato,2018,C0H,TG_26
498,OK,Il sapore del Grana Trentino DOP è leggermente piccante.,leg piccante,leg piccantecante,2018,C0H,Q_09
499,OK,Acido.,acido,acido,2018,C0H,TG_05
500,OK,"Il sapore del Grana Trentino DOP è piccante, amaro e salato.","piccante, amaro, salato","piccantecante, amaro, salato",2018,C0H,TG_04
501,OK,"Sapori un po' slegati e un po' piccanti, ma non persistenti.","sapori un po slegati e un po piccante, ma non persistente","sapori un po slegati e un po piccantecante, ma non persistente",2018,C0H,TG_19
502,OK,Salato e amaro.,salato e amaro...,salato e amaro...,2018,C0H,TG_24
503,OK,Bruciato.,bruciato,bruciato,2018,C0H,TG_11
504,OK,"Il Grana Trentino DOP è caratterizzato da un sapore salato, che contribuisce a un'esperienza gustativa intensa.",salato,salato,2018,C0H,TG_12
505,OK,"Sapidità medio-alta, poco umami e poco piccante.","sapidit' medio/alta, poco umami, poco piccante","sapidit' medio/alta, poco umami, poco piccantecante",2018,C0Q,TG_20
506,OK,Un po' acidino e piccante.,"UN PO- ACIDINO, E PICCANTE","UN PO- ACIDINO, E piccanteCANTE",2018,C0Q,TG_15
507,FUORI_ATTRIBUTO,"Difforme, positivo a zone e meno in altre.","difforme, positivo a zone meno in altre","difforme, positivo a zone meno in altre",2018,C0Q,TG_13
508,OK,"Il sapore è saporito, con una tendenza al piccante.","saporito, tendente al piccante","saporito, tendente al piccantecante",2018,C0Q,Q_10
509,FUORI_ATTRIBUTO,Non equilibrato.,non equilib,non equilibrato,2018,C0Q,TG_26
510,OK,Leggermente amaro.,legg amaro,legg amaro,2018,C0Q,Q_09
511,OK,"La piccantezza è percepibile, insieme a una sapidità che non è giudicata eccessiva; l'insieme tende al pungente.",piccante percepibile siccome ilsalato che non giudico eccessivo. l-insieme spinge al pungente,piccantecante percepibile siccome ilsalato che non giudico eccessivo. l-insieme spinge al pungente,2018,C0Q,TG_04
512,OK,"Il Grana Trentino DOP presenta una sapidità leggermente accentuata, conferendo una nota salata che arricchisce l'esperienza gustativa.",un po salato,un po salato,2018,C0Q,TG_19
513,OK,"La sapidità è quasi elevata, con note di amaro in finale.",sapidit' quasi elevata e note di amaro in finale,sapidit' quasi elevata e note di amaro in finale,2018,C0Q,TG_24
514,OK,Bruciato.,bruciato,bruciato,2018,C0Q,TG_11
515,OK,Il sapore presenta umami e una nota salata.,"umami, salato","umami, salato",2018,C0Q,TG_12
516,CONFORME,"Il sapore del Grana Trentino DOP si presenta equilibrato, con una dolcezza delicata e una sapidità marcata, accompagnata da una leggera piccantezza che persiste piacevolmente in bocca.","buon equilibrio tra dolce, sapido ed umami, lieve tendenza rinfrescante","buon equilibratorio tra dolce, sapido ed umami, lieve tendenza rinfrescante",2018,C0A,TG_20
517,OK,"Il finale è amarognolo, con un pezzo che risulta anche un po' piccante.","amarognolo finale, un pezzo anche un po piccante","amarognolo finale, un pezzo anche un po piccantecante",2018,C0A,TG_19
518,OK,Piccante.,piccante,piccantecante,2018,C0A,Q_09
519,OK,Il sapore è leggermente piccante e salato.,"leggermente piccante, salato.","leggermente piccantecante, salato.",2018,C0A,TG_13
520,OK,Piccante e salato.,piccante;salato;,piccantecante;salato;,2018,C0A,TG_05
521,OK,"Il sapore è dolce ma equilibrato, con una nota piccante.",dolce ma equilibrato con una nota piccante,dolce ma equilibratorato con una nota piccantecante,2018,C0A,TG_15
522,OK,"Il sapore del Grana Trentino DOP si distingue per un equilibrio armonico, con note dolci che si integrano perfettamente con la sapidità.",equilibrato con note dolci ...,equilibratorato con note dolci ...,2018,C0A,TG_24
523,OK,Acido.,acido,acido,2018,C0A,Q_02
524,OK,"Il sapore del Grana Trentino DOP è caratterizzato da una marcata piccantezza, con una dolcezza assente.","piccante, non docle","piccantecante, non docle",2018,C0A,TG_04
525,OK,Il sapore del Grana Trentino DOP presenta una leggera piccantezza.,un po' piccante,un po' piccantecante,2018,C0A,TG_14
526,OK,"Il sapore del Grana Trentino DOP è dolce e sapido, con una leggera acidità e un umami presente, risultando abbastanza equilibrato.","dolce sapido, leggera acidit', umami presente abbastanza intenso, abbastanza equilibrato","dolce sapido, leggera acidit', umami presente abbastanza intenso, abbastanza equilibratorato",2018,C0C,TG_20
527,OK,"Il sapore del Grana Trentino DOP è caratterizzato da una nota umami, con una leggera pungentezza finale.","umami, leggermente pungente alla fine","umami, leggermente pungente alla fine",2018,C0C,TG_19
528,OK,Il sapore del Grana Trentino DOP è piccante e leggermente salato.,piccante e po salato,piccantecante e po salato,2018,C0C,Q_09
529,OK,"Il sapore del Grana Trentino DOP è salato e dolce, con una leggera piccantezza.","salato, dolce, un po- piccante","salato, dolce, un po- piccantecante",2018,C0C,TG_15
530,OK,"Il sapore del Grana Trentino DOP è mediamente equilibrato, con note piccanti.",medio equilibrato con piccole note piccanti,medio equilibratorato con piccantecole note piccantecanti,2018,C0C,TG_24
531,OK,Il sapore del Grana Trentino DOP risulta abbastanza neutro.,abbastanza neutro di sapore,abbastanza neutro di sapore,2018,C0C,TG_11
532,OK,"Il sapore del Grana Trentino DOP è quasi carente di sale, ma presenta una piccantezza marcata, risultando in uno squilibrio totale.","quasi carente di sale, ma piccante. squilibrio totale","quasi carente di sale, ma piccantecante. squilibrio totale",2018,C0C,TG_04
533,OK,Il sapore del Grana Trentino DOP è piccante e presenta una nota amara.,piccante e amaro,piccantecante e amaro,2018,C0C,TG_14
534,OK,"Il sapore del Grana Trentino DOP è caratterizzato da una dolcezza prevalente, con una sapidità contenuta, poco umami e una scarsa piccantezza.","dolcezza prevalente, sapidit' contenuta, poco umami, poca piccantezza *pecca di scarsa sapidit'*","dolcezza prevalente, sapidit' contenuta, poco umami, poca piccantecantezza *pecca di scarsa sapidit'*",2018,C0M,TG_20
535,OK,"Il sapore del Grana Trentino DOP è dolce, ma con un retrogusto leggermente amaro.","dolce, ma retrogusto leggermente amaro","dolce, ma retrogusto leggermente amaro",2018,C0M,TG_19
536,OK,Il sapore del Grana Trentino DOP presenta una leggera nota amara.,leg amaro,leg amaro,2018,C0M,Q_09
537,OK,Il sapore del Grana Trentino DOP è salato.,salato,salato,2018,C0M,TG_13
538,OK,Piccante e acido.,piccante;acido;,piccantecante;acido;,2018,C0M,TG_05
539,OK,"Il sapore del Grana Trentino DOP è dolciastro, con una nota di umami.","dolciastro, umami,","dolciastro, umami,",2018,C0M,TG_15
540,OK,Il sapore del Grana Trentino DOP presenta un finale amaro.,amaro il finale...,amaro il finale...,2018,C0M,TG_24
541,OK,Piccante.,piccante,piccantecante,2018,C0M,TG_11
542,OK,Dolce amara e grassa.,dolce amara GRASSA,dolce amara GRASSA,2018,C0M,Q_02
543,OK,"Il sapore del Grana Trentino DOP presenta una leggera amarezza, con una salatura eccessiva che compromette la pienezza e la dolcezza.",un pochetto amaro. salatura eccessiva.  non pieno. non dolce,un pochetto amaro. salatura eccessiva.  non pieno. non dolce,2018,C0M,TG_04
544,OK,Il sapore è caratterizzato da una marcata amarezza.,amaro,amaro,2018,C0M,TG_14
545,OK,"Il sapore è equilibrato, ma presenta una leggera nota amara e una sapidità forse insufficiente.","equilibrato, forse poco sapido, lieve nota amara","equilibratorato, forse poco sapido, lieve nota amara",2018,C0N,TG_20
546,OK,Il formaggio risulta leggermente troppo salato.,un po- troppo salata,un po- troppo salata,2018,C0N,TG_15
547,CONFORME,"Il Grana Trentino DOP si caratterizza per un equilibrio medio, con un sapore che risulta piacevole e ben bilanciato.",medio equilibrio,medio equilibratorio,2018,C0N,TG_24
548,OK,Una porzione del formaggio tende a presentare note amare e acide.,una porzione tende all amaro acido,una porzione tende all amaro acido,2018,C0N,Q_02
549,OK,Il sapore presenta una leggera salinità.,un pochetto salato,un pochetto salato,2018,C0N,TG_04
550,OK,"Il sapore è salato e dolce, con un umami debole e una piccantezza leggera.",salato/dolce con umami debole e debole piccantezza,salato/dolce con umami debole e debole piccantecantezza,2018,C0O,TG_20
551,OK,Si percepisce un leggero amaro finale.,leggero amaro finale,leggero amaro finale,2018,C0O,TG_19
552,OK,Il sapore è caratterizzato da piccantezza e dolcezza.,piccante e dolce,piccantecante e dolce,2018,C0O,Q_09
553,OK,Il formaggio presenta una piccantezza che pizzica in gola.,pizzica in gola,pizzica in gola,2018,C0O,TG_13
554,OK,Acido e piccante.,ACIDO;piccante,ACIDO;piccantecante,2018,C0O,TG_05
555,OK,Il sapore è dolciastro con una leggera amarezza.,"dolciastro, leggero amaro","dolciastro, leggero amaro",2018,C0O,TG_15
556,OK,"Il Grana Trentino DOP si presenta con una sapidità marcata, che contribuisce a un profilo gustativo ricco e soddisfacente.",sapido...,sapido...,2018,C0O,TG_24
557,OK,Il sapore è caratterizzato da una marcata amarezza.,AMARA,AMARA,2018,C0O,Q_02
558,OK,Il formaggio presenta un sapore amaro e non dolce.,amaro. non dolce,amaro. non dolce,2018,C0O,TG_04
559,OK,"Il sapore è piccante, con una piccantezza accentuata e persistente, accompagnata da una salinità.","piccante un po' accentuato e persistente, salato","piccantecante un po' accentuato e persistente, salato",2018,C0O,TG_14
560,OK,"Il sapore è dolce e sapido, con una nota acida, umami contenuto e una piccantezza abbastanza marcata.","dolce sapido con nota acida, umami contenuto, e piccantezza abbastanza marcata","dolce sapido con nota acida, umami contenuto, e piccantecantezza abbastanza marcata",2018,C0Q,TG_20
561,FUORI_ATTRIBUTO,"Non male, ma poco caratteristico.","Non male, ma poco caratteristico","Non male, ma poco caratteristico",2018,C0Q,TG_19
562,OK,Piccante.,piccante,piccantecante,2018,C0Q,Q_09
563,OK,"Il sapore del Grana Trentino DOP si presenta equilibrato, con una sapidità marcata e una leggera piccantezza.",salato e un po- piccante,salato e un po- piccantecante,2018,C0Q,TG_13
564,OK,"Il sapore del Grana Trentino DOP si caratterizza per una dolcezza delicata, accompagnata da una leggera piccantezza.","dolciastro , un po- piccante","dolciastro , un po- piccantecante",2018,C0Q,TG_15
565,OK,Equilibrato e anche dolce.,equilibrato e anche dolce..,equilibratorato e anche dolce..,2018,C0Q,TG_24
566,OK,Acido e amaro.,acido amaro,acido amaro,2018,C0Q,Q_02
567,OK,"Il sapore è pungente, con una sapidità marcata e una leggera piccantezza.",pungente> salato e piccante,pungente> salato e piccantecante,2018,C0Q,TG_04
568,OK,Molto umami.,motlo umami,motlo umami,2018,C0Q,TG_14
569,OK,Peccato per la evidente nota amara e lievemente acida che compromette l'equilibrio del sapore.,peccato per la evidente nota amara e lievemente acida,peccato per la evidente nota amara e lievemente acida,2018,C0A,TG_20
570,OK,Leggermente amaro.,leg amaro,leg amaro,2018,C0A,Q_09
571,OK,Leggermente salato.,legg salato,legg salato,2018,C0A,TG_12
572,OK,"Il sapore è amaro, ma presenta anche note dolciastre, rendendo il giudizio controverso.","amaro, amaro anche se con presenti note dolciastre... controverso il giudizio.","amaro, amaro anche se con presenti note dolciastre... controverso il giudizio.",2018,C0A,TG_24
573,OK,Salato e acido.,salato;acido,salato;acido,2018,C0A,TG_05
574,CONFORME,"Il Grana Trentino DOP è conforme agli standard, con un sapore equilibrato che si esprime anche nel profumo.","Conforme, equilibrato come il profumo","Conforme, equilibratorato come il profumo",2018,C0A,TG_35
575,OK,"Il sapore è pieno e completo, con note dolci e una leggera amarezza.","sapore pieno, completo, forse anche dolce. nota amara","sapore pieno, completo, forse anche dolce. nota amara",2018,C0A,TG_04
576,OK,"Il sapore è amaro e umami, soprattutto in alcuni pezzi.","amaro, umami, soprattutto in un paio di pezzi","amaro, umami, soprattutto in un paio di pezzi",2018,C0A,TG_19
577,OK,La nota dolce è accompagnata da una leggera piccantezza.,nota dolce leggerissimo piccante,nota dolce leggerissimo piccantecante,2018,C0A,TG_14
578,OK,"Il sapore è dolce e sapido, con una nota umami e una piccantezza che risulta gradevole.","dolce sapido, umami e piccantezza ok, sensazione quasi rinfrescante","dolce sapido, umami e piccantecantezza ok, sensazione quasi rinfrescante",2018,C0E,TG_20
579,OK,Piccante.,piccante,piccantecante,2018,C0E,TG_11
580,OK,"Il sapore è equilibrato, con una leggera sapidità.",equilibrato con forse leggera sapidit',equilibratorato con forse leggera sapidit',2018,C0E,TG_24
581,OK,Piccante e acido.,piccante;acido,piccantecante;acido,2018,C0E,TG_05
582,OK,"Il sapore del Grana Trentino DOP presenta una marcata amarezza, con una dolcezza assente.","amaro, non dolce","amaro, non dolce",2018,C0E,TG_04
583,OK,Due porzioni di Grana Trentino DOP mostrano una leggera amarezza.,2 porzioni leggermente amare,2 porzioni leggermente amare,2018,C0E,Q_02
584,OK,"Il formaggio si presenta leggermente salato e piccante, senza risultare disturbante.","leggermente salato e piccante, ma senza disturbare","leggermente salato e piccantecante, ma senza disturbare",2018,C0E,TG_19
585,OK,"La piccantezza è evidente, accompagnata da una scarsa dolcezza.","piccantezza evidente, scarsa dolcezza","piccantecantezza evidente, scarsa dolcezza",2018,C0F,TG_20
586,OK,Il Grana Trentino DOP risulta un po' salato e piccante.,un po salato e piccante,un po salato e piccantecante,2018,C0F,TG_08
587,OK,Il sapore è salato con note di umami.,salato umami,salato umami,2018,C0F,Q_09
588,OK,"Il formaggio è salato, con note di umami e una leggera piccantezza.","salato, umami, legg piccante","salato, umami, legg piccantecante",2018,C0F,TG_12
589,OK,Il finale presenta una leggera amarezza e note tostate.,finale leggermente amaro&tostato,finale leggermente amaro&tostato,2018,C0F,TG_24
590,OK,Il sapore è caratterizzato da un'amarezza marcata e una dolcezza assente.,"amaro, non dolce.","amaro, non dolce.",2018,C0F,TG_04
591,OK,Il formaggio presenta una marcata amarezza e piccantezza.,amaro piccante,amaro piccantecante,2018,C0F,Q_02
592,OK,Il sapore è caratterizzato da amarezza e piccantezza.,"amaro, piccante","amaro, piccantecante",2018,C0F,TG_19
593,OK,"L'amarezza è persistente, accompagnata da una sapidità marcata.","amaro persistente, salato","amaro persistente, salato",2018,C0F,TG_14
594,OK,"Il sapore è sapido e umami, con un buon equilibrio complessivo.",sapido e umami piu evidenti ma nel complesso buon equilibrio,sapido e umami piu evidenti ma nel complesso buon equilibratorio,2018,C0H,TG_20
595,OK,Buon equilibrio tra le diverse note.,equilibrio tra le diverse nte,equilibratorio tra le diverse nte,2018,C0H,TG_08
596,OK,Il sapore presenta note di amarezza e piccantezza.,leg amaro e pic,leg amaro e piccante,2018,C0H,Q_09
597,OK,Il formaggio è leggermente salato e piccante.,legg salato e piccante,legg salato e piccantecante,2018,C0H,TG_12
598,OK,Il sapore è equilibrato e piacevole.,"equilibrato, piacevole","equilibratorato, piacevole",2018,C0H,TG_24
599,OK,"Il Grana Trentino DOP è lievemente salato, non dolce, con un'amarezza sensibile.",lievemente salato. non dolce.Amaro sensibile,lievemente salato. non dolce.Amaro sensibile,2018,C0H,TG_04
600,OK,"Si nota una punta di amarezza nel finale, che è un peccato.",peccato per la punta di amaro finale,peccato per la punta di amaro finale,2018,C0H,TG_19
601,OK,Piccante e acido.,piccante e acido,piccantecante e acido,2018,C0H,TG_14
602,OK,"Il sapore del Grana Trentino DOP presenta una dolcezza percepita elevata, con una leggera piccantezza e un buon umami, accompagnato da una sapidità soddisfacente.","dolcezza percepita elevata, poco piccante, bell-umami e sapidit' ok","dolcezza percepita elevata, poco piccantecante, bell-umami e sapidit' ok",2018,C0M,TG_20
603,OK,Manca la componente salata.,manca la componente salata,manca la componente salata,2018,C0M,TG_11
604,OK,"Il Grana Trentino DOP offre un sapore molto equilibrato, con una piacevole armonia di dolcezza e sapidità.",molto equilibrata,molto equilibratorata,2018,C0M,TG_08
605,OK,Il sapore del Grana Trentino DOP mostra una dolcezza percepibile.,dolce percepibile,dolce percepibile,2018,C0M,TG_12
606,OK,È sciapo e amaro.,@sciapo.... e amaro....,@sciapo.... e amaro....,2018,C0M,TG_24
607,OK,Bassa sapidità e poca persistenza.,bassa sapidita' poca persistenza,bassa sapidita' poca persistenza,2018,C0M,TG_35
608,OK,Il sapore del Grana Trentino DOP presenta anche una nota dolce.,trovo anche del dolce,trovo anche del dolce,2018,C0M,TG_04
609,OK,"Il Grana Trentino DOP mostra un buon equilibrio, con una nota umami che si fa sentire in modo leggero.","abbastanza equilibrio, umami un po di piu","abbastanza equilibratorio, umami un po di piu",2018,C0M,TG_19
610,OK,"Il sapore del Grana Trentino DOP mostra un umami deciso, con una leggera salinità e una dolcezza percepibile.",umami un po' carico ma dolce percepibile,umami un po' carico ma dolce percepibile,2018,C0M,TG_14
611,OK,È equilibrato.,equilibrato,equilibratorato,2018,C0Q,TG_20
612,OK,È piccante.,piccante,piccantecante,2018,C0Q,TG_11
613,OK,Il sapore del Grana Trentino DOP è caratterizzato da una forte piccantezza e una leggera acidità.,"piccante forte,leggermente acida","piccantecante forte,leggermente acida",2018,C0Q,TG_08
614,OK,Leggermente piccante.,leg piccante,leg piccantecante,2018,C0Q,Q_09
615,OK,"Il sapore del Grana Trentino DOP è sapido, con note amare e una componente lattica.","sapido, amaro, unto","sapido, amaro, unto",2018,C0Q,TG_24
616,OK,Il sapore del Grana Trentino DOP presenta una nota amara.,amaro,amaro,2018,C0Q,TG_05
617,OK,Il sapore del Grana Trentino DOP ha una sapidità leggermente elevata.,sapidita' un po elevata,sapidita' un po elevata,2018,C0Q,TG_35
618,OK,"Il sapore del Grana Trentino DOP è pieno, con una leggera acidità e senza piccantezza predominante.","sapore pieno, senza picchi se nno un pochetto acididt'","sapore pieno, senza piccantechi se nno un pochetto acididt'",2018,C0Q,TG_04
619,OK,"Il sapore del Grana Trentino DOP tende a essere amaro, con note acide e piccanti.",tendente all'amaro acido piccante,tendente all'amaro acido piccantecante,2018,C0Q,Q_02
620,OK,"Il sapore del Grana Trentino DOP presenta un umami deciso, con una leggera salinità e un finale piccante.","deciso umami, un po salato e leggero piccantino finale","deciso umami, un po salato e leggero piccantecantino finale",2018,C0Q,TG_19
621,OK,"Il sapore del Grana Trentino DOP si presenta salato, con una marcata piccantezza che arricchisce l'esperienza gustativa.",molto salato e un po' piccante,molto salato e un po' piccantecante,2018,C0Q,TG_14
622,OK,Il sapore del Grana Trentino DOP presenta una nota amara che si fa sentire in bocca.,amaro,amaro,2018,C0B,TG_14
623,OK,"Il Grana Trentino DOP presenta un buon equilibrio, con una leggera piccantezza che arricchisce il profilo gustativo.","buon equilibrio, un p; piccante","buon equilibratorio, un p; piccantecante",2018,C0B,TG_08
624,OK,"Il sapore del Grana Trentino DOP è caratterizzato da una nota amara e acidula, che si intrecciano nel profilo gustativo.","amaro, amaro....acidulo pure","amaro, amaro....acidulo pure",2018,C0B,TG_24
625,OK,Il sapore del Grana Trentino DOP presenta una dolcezza percepibile che arricchisce l'esperienza gustativa.,dolce percepibile,dolce percepibile,2018,C0B,TG_12
626,OK,"Il sapore del Grana Trentino DOP è complesso, con note di grasso, dolcezza e una leggera amarezza, suggerendo una maturazione avanzata.",formaggio maturo tendente alla sovramaturazione;grasso/dolce/amaro,formaggio maturo tendente alla sovramaturazione;grasso/dolce/amaro,2018,C0B,Q_02
627,OK,Il sapore del Grana Trentino DOP è caratterizzato da una combinazione di acidità e amarezza.,acido;amaro,acido;amaro,2018,C0B,TG_05
628,OK,"È amaro, acido e salatino, con uno squilibrio.","ammmmmaro, acido e salatino. squilibrio","ammmmmaro, acido e salatino. squilibrio",2018,C0B,TG_04
629,OK,Il sapore del Grana Trentino DOP è piccante e presenta una pungenza che stimola il palato.,piccante pungente,piccantecante pungente,2018,C0B,TG_11
630,OK,"Il sapore del Grana Trentino DOP è piccante, con note dolciastre e una leggera acidità.","piccante, dolciastra, acida","piccantecante, dolciastra, acida",2018,C0B,TG_15
631,OK,Il sapore del Grana Trentino DOP è caratterizzato da una predominante piccantezza.,piccante predonderante,piccantecante predonderante,2018,C0D,TG_08
632,OK,"Il sapore del Grana Trentino DOP è equilibrato, con note dolci e un finale amarognolo che lascia un'impressione duratura.",equilibrio e note dolci...sebene finale amorognolo .. peccato,equilibratorio e note dolci...sebene finale amorognolo .. peccato,2018,C0D,TG_24
633,OK,Il sapore del Grana Trentino DOP presenta una leggera amarezza.,leg amaro,leg amaro,2018,C0D,Q_09
634,OK,"Il sapore del Grana Trentino DOP è leggermente salato, contribuendo all'equilibrio gustativo.",legg salato,legg salato,2018,C0D,TG_12
635,OK,Il sapore del Grana Trentino DOP è caratterizzato da note di amarezza e acidità.,amaro acido,amaro acido,2018,C0D,Q_02
636,OK,"Il sapore del Grana Trentino DOP è acido, contribuendo a un profilo gustativo vivace.",acido,acido,2018,C0D,TG_05
637,OK,Il sapore del Grana Trentino DOP presenta una dolcezza che arricchisce l'esperienza gustativa.,dolce,dolce,2018,C0D,TG_26
638,OK,"Il sapore del Grana Trentino DOP è delicato, quasi scarno, con una percezione limitata di umami e dolcezza.","delicato in tutto. quasi scarno, pochissimo umami.l non percepisco dolce","delicato in tutto. quasi scarno, pochissimo umami.l non percepisco dolce",2018,C0D,TG_04
639,OK,Il sapore del Grana Trentino DOP presenta note di umami che arricchiscono l'esperienza gustativa.,umami,umami,2018,C0D,TG_19
640,OK,Il sapore del Grana Trentino DOP è caratterizzato da note di umami.,brodo,umami,2018,C0D,TG_11
641,OK,Il sapore del Grana Trentino DOP presenta una leggera nota amara che si integra armoniosamente con le altre caratteristiche gustative.,leggera nota amara,leggera nota amara,2018,C0D,TG_15
642,OK,"Il formaggio ha un sapore molto umami, che contribuisce a una complessità gustativa interessante.",molto umami,molto umami,2018,C0I,TG_14
643,OK,"Il Grana Trentino DOP si distingue per una sapidità marcata, con un salato che non risulta eccessivamente piccante.","salato, non troppo piccante","salato, non troppo piccantecante",2018,C0I,TG_08
644,OK,"Il sapore è piuttosto saporito, con una sapidità che potrebbe risultare eccessiva per alcuni palati.","piuttosto saporito, forse troppo","piuttosto saporito, forse troppo",2018,C0I,TG_24
645,OK,Il formaggio presenta un sapore salato con una leggera acidità che si percepisce in gola.,salato leg acre in gola,salato leg acre in gola,2018,C0I,Q_09
646,OK,Leggermente piccante.,legg piccante,legg piccantecante,2018,C0I,TG_12
647,OK,È amaro e piccante.,amaro piccante,amaro piccantecante,2018,C0I,Q_02
648,OK,"Il Grana Trentino DOP mostra un equilibrio di sapori, con una dolcezza presente e un leggero salato, accompagnato da una crosta ben sviluppata.","crosta, abb equilib, dolce presente un po' salato","crosta, abb equilibrato, dolce presente un po' salato",2018,C0I,TG_26
649,OK,C'è troppo sale.,troppppppo sale,troppppppo sale,2018,C0I,TG_04
650,OK,"La piccantezza è eccessiva, con troppo umami.","piccantezza , troppo umami","piccantecantezza , troppo umami",2018,C0I,TG_15
651,OK,Si percepisce una punta di amaro che arricchisce la complessità del sapore.,punta di amaro,punta di amaro,2018,C0M,TG_14
652,OK,È un po' acido e amaro.,un p; acido  e amaro,un p; acido  e amaro,2018,C0M,TG_08
